job_id	written	fraction	resolved
1084131516357246977	2025-07-21 10:37:47.066555+00	0	NULL
1084131516357246977	2025-07-21 10:37:17.064362+00	0	NULL
1084131516357246977	2025-07-21 10:36:47.06195+00	0	NULL
1084131516357246977	2025-07-21 10:36:17.054202+00	0	NULL
1084131516357246977	2025-07-21 10:35:47.05272+00	0	NULL
1084131516357246977	2025-07-21 10:35:17.051363+00	0	NULL
1084131516357246977	2025-07-21 10:34:47.04912+00	0	NULL
1084131516357246977	2025-07-21 10:34:17.045521+00	0	NULL
1084131516357246977	2025-07-21 10:33:47.04336+00	0	NULL
1084131516357246977	2025-07-21 10:33:17.034506+00	0	NULL
1084131516357246977	2025-07-21 10:32:47.032324+00	0	NULL
1084131516357246977	2025-07-21 10:32:17.029342+00	0	NULL
1084131516357246977	2025-07-21 10:31:47.001012+00	0	NULL
1084131516357246977	2025-07-21 10:31:16.995512+00	0	NULL
1084131516357246977	2025-07-21 10:30:46.994277+00	0	NULL
1084131516357246977	2025-07-21 10:30:16.986708+00	0	NULL
1084131516357246977	2025-07-21 10:29:46.982542+00	0	NULL
1084131516357246977	2025-07-21 10:29:16.980076+00	0	NULL
1084131516357246977	2025-07-21 10:28:46.976903+00	0	NULL
1084131516357246977	2025-07-21 10:28:16.973722+00	0	NULL
1084131516357246977	2025-07-21 10:27:46.964309+00	0	NULL
1084131516357246977	2025-07-21 10:27:16.95384+00	0	NULL
1084131516357246977	2025-07-21 10:26:46.945745+00	0	NULL
1084131516357246977	2025-07-21 10:26:16.939243+00	0	NULL
1084131516357246977	2025-07-21 10:25:46.910415+00	0	NULL
1084131516357246977	2025-07-21 10:25:16.909341+00	0	NULL
1084131516357246977	2025-07-21 10:24:46.905813+00	0	NULL
1084131516357246977	2025-07-21 10:24:16.904079+00	0	NULL
1084131516357246977	2025-07-21 10:24:04.957903+00	0	NULL
1084131516357246977	2025-07-21 10:23:46.902135+00	0	NULL
1084131516357246977	2025-07-21 10:23:16.899725+00	0	NULL
1084131516357246977	2025-07-21 10:22:46.897069+00	0	NULL
1084131516357246977	2025-07-21 10:22:16.88977+00	0	NULL
1084131516357246977	2025-07-21 10:21:46.88531+00	0	NULL
1084131516357246977	2025-07-21 10:21:16.882244+00	0	NULL
1084131516357246977	2025-07-21 10:20:46.87888+00	0	NULL
1084131516357246977	2025-07-21 10:20:16.878514+00	0	NULL
1084131516357246977	2025-07-21 10:19:46.869668+00	0	NULL
1084131516357246977	2025-07-21 10:19:16.867603+00	0	NULL
1084131516357246977	2025-07-21 10:18:46.858792+00	0	NULL
1084131516357246977	2025-07-21 10:18:16.85747+00	0	NULL
1084131516357246977	2025-07-21 10:17:46.854003+00	0	NULL
1084131516357246977	2025-07-21 10:17:16.851053+00	0	NULL
1084131516357246977	2025-07-21 10:16:46.842419+00	0	NULL
1084131516357246977	2025-07-21 10:16:16.839341+00	0	NULL
1084131516357246977	2025-07-21 10:15:46.836553+00	0	NULL
1084131516357246977	2025-07-21 10:15:16.832802+00	0	NULL
1084131516357246977	2025-07-21 10:14:46.83005+00	0	NULL
1084131516357246977	2025-07-21 10:14:16.827765+00	0	NULL
1084131516357246977	2025-07-21 10:13:46.826481+00	0	NULL
1084131516357246977	2025-07-21 10:13:16.820282+00	0	NULL
1084131516357246977	2025-07-21 10:12:46.818733+00	0	NULL
1084131516357246977	2025-07-21 10:12:16.817538+00	0	NULL
1084131516357246977	2025-07-21 10:11:46.815138+00	0	NULL
1084131516357246977	2025-07-21 10:11:16.812876+00	0	NULL
1084131516357246977	2025-07-21 10:11:07.829181+00	0	NULL
1084131516357246977	2025-07-21 10:10:46.810611+00	0	NULL
1084131516357246977	2025-07-21 10:10:16.80894+00	0	NULL
1084131516357246977	2025-07-21 10:09:46.806511+00	0	NULL
1084131516357246977	2025-07-21 10:09:16.800467+00	0	NULL
1084131516357246977	2025-07-21 10:08:46.789956+00	0	NULL
1084131516357246977	2025-07-21 10:08:16.789276+00	0	NULL
1084131516357246977	2025-07-21 10:07:46.78657+00	0	NULL
1084131516357246977	2025-07-21 10:07:16.783422+00	0	NULL
1084131516357246977	2025-07-21 10:06:46.780903+00	0	NULL
1084131516357246977	2025-07-21 10:06:16.77854+00	0	NULL
1084131516357246977	2025-07-21 10:05:46.77709+00	0	NULL
1084131516357246977	2025-07-21 10:05:16.770366+00	0	NULL
1084131516357246977	2025-07-21 10:04:46.76866+00	0	NULL
1084131516357246977	2025-07-21 10:04:16.767145+00	0	NULL
1084131516357246977	2025-07-21 10:03:46.764553+00	0	NULL
1084131516357246977	2025-07-21 10:03:16.762152+00	0	NULL
1084131516357246977	2025-07-21 10:02:46.760269+00	0	NULL
1084131516357246977	2025-07-21 10:02:16.753556+00	0	NULL
