table_name	aggregated_ts	row_count
system.transaction_statistics	2025-06-30 11:00:00+00	29
system.transaction_statistics	2025-06-30 10:00:00+00	34
system.transaction_statistics	2025-06-30 09:00:00+00	67
system.transaction_statistics	2025-06-30 08:00:00+00	33
system.transaction_statistics	2025-06-30 07:00:00+00	33
system.transaction_statistics	2025-06-30 06:00:00+00	26
system.transaction_statistics	2025-06-30 05:00:00+00	30
system.transaction_statistics	2025-06-30 04:00:00+00	34
system.transaction_statistics	2025-06-29 19:00:00+00	14
system.transaction_statistics	2025-06-29 15:00:00+00	16
system.transaction_statistics	2025-06-29 08:00:00+00	25
system.transaction_statistics	2025-06-29 07:00:00+00	29
system.transaction_statistics	2025-06-29 06:00:00+00	19
system.transaction_statistics	2025-06-28 21:00:00+00	14
system.transaction_statistics	2025-06-28 20:00:00+00	28
system.transaction_statistics	2025-06-28 19:00:00+00	30
system.transaction_statistics	2025-06-28 18:00:00+00	25
system.transaction_statistics	2025-06-28 17:00:00+00	27
system.transaction_statistics	2025-06-28 16:00:00+00	25
system.transaction_statistics	2025-06-28 15:00:00+00	32
system.transaction_statistics	2025-06-28 11:00:00+00	22
system.transaction_statistics	2025-06-28 10:00:00+00	60
system.transaction_statistics	2025-06-28 09:00:00+00	79
system.transaction_statistics	2025-06-28 08:00:00+00	111
system.transaction_statistics	2025-06-28 07:00:00+00	85
system.transaction_statistics	2025-06-28 06:00:00+00	24
system.transaction_statistics	2025-06-28 05:00:00+00	25
system.transaction_statistics	2025-06-27 15:00:00+00	16
system.transaction_statistics	2025-06-27 12:00:00+00	13
system.transaction_statistics	2025-06-27 11:00:00+00	49
system.transaction_statistics	2025-06-27 10:00:00+00	27
system.transaction_statistics	2025-06-27 09:00:00+00	27
system.transaction_statistics	2025-06-27 08:00:00+00	33
system.transaction_statistics	2025-06-27 07:00:00+00	43
system.transaction_statistics	2025-06-27 06:00:00+00	96
system.transaction_statistics	2025-06-27 05:00:00+00	47
system.transaction_statistics	2025-06-26 14:00:00+00	20
system.transaction_statistics	2025-06-26 11:00:00+00	23
system.transaction_statistics	2025-06-26 10:00:00+00	29
system.transaction_statistics	2025-06-26 09:00:00+00	35
system.transaction_statistics	2025-06-26 08:00:00+00	40
system.transaction_statistics	2025-06-26 07:00:00+00	182
