job_id	job_type	description	statement	user_name	status	running_status	created	finished	modified	fraction_completed	high_water_timestamp	error	coordinator_id
1088456713266724865	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-11 13:37:07.827989+00	2025-07-11 13:37:08.01955+00	2025-07-11 13:37:08.01955+00	1	NULL		1
1088457500648407041	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-11 13:41:08.117811+00	2025-07-11 13:41:08.323803+00	2025-07-11 13:41:08.323803+00	1	NULL		1
1088459860770226177	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress	Table statistics refresh for system.public.job_progress	node	succeeded	NULL	2025-07-11 13:53:08.369829+00	2025-07-11 13:53:08.584123+00	2025-07-11 13:53:08.584123+00	1	NULL		1
1088461117239427073	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-11 13:59:31.813794+00	2025-07-11 13:59:32.026572+00	2025-07-11 13:59:32.026572+00	1	NULL		1
1088461366972710913	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-11 14:00:48.015321+00	2025-07-11 14:01:10.514355+00	2025-07-11 14:01:10.514355+00	1	NULL		1
1088461537804320769	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-11 14:01:40.160018+00	2025-07-11 14:01:40.380764+00	2025-07-11 14:01:40.380764+00	1	NULL		1
1088463327960596481	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-11 14:10:46.472358+00	2025-07-11 14:10:46.738119+00	2025-07-11 14:10:46.738119+00	1	NULL		1
1088463924987002881	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.transaction_statistics	Partial statistics update for system.public.transaction_statistics	node	succeeded	NULL	2025-07-11 14:13:48.670352+00	2025-07-11 14:13:48.866516+00	2025-07-11 14:13:48.866516+00	1	NULL		1
1088463925891137537	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.statement_statistics	Partial statistics update for system.public.statement_statistics	node	succeeded	NULL	2025-07-11 14:13:48.946277+00	2025-07-11 14:13:49.140557+00	2025-07-11 14:13:49.140557+00	1	NULL		1
1088491371552997377	AUTO SCHEMA TELEMETRY	SQL schema telemetry	SQL schema telemetry	node	succeeded	NULL	2025-07-11 16:33:24.690907+00	2025-07-11 16:33:36.297459+00	2025-07-11 16:33:36.297459+00	1	NULL		1
1088491371600019457	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-11 16:33:24.708067+00	2025-07-11 16:33:36.338077+00	2025-07-11 16:33:36.338077+00	1	NULL		1
1088506228059766785	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-11 17:48:58.541713+00	2025-07-11 18:16:49.726118+00	2025-07-11 18:16:49.726118+00	1	NULL		1
1088518357042003969	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress_history	Table statistics refresh for system.public.job_progress_history	node	succeeded	NULL	2025-07-11 18:50:40.01527+00	2025-07-11 18:50:40.339078+00	2025-07-11 18:50:40.339078+00	1	NULL		1
1088518358404464641	AUTO CREATE STATS	Table statistics refresh for system.public.reports_meta	Table statistics refresh for system.public.reports_meta	node	succeeded	NULL	2025-07-11 18:50:40.431057+00	2025-07-11 18:50:40.711148+00	2025-07-11 18:50:40.711148+00	1	NULL		1
1088518359610654721	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-11 18:50:40.799157+00	2025-07-11 18:59:56.851574+00	2025-07-11 18:59:56.851574+00	1	NULL		1
1088520219681062913	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-11 19:00:08.43163+00	2025-07-11 19:58:58.54+00	2025-07-11 19:58:58.54+00	1	NULL		1
1088541545968599041	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-11 20:48:36.714054+00	2025-07-11 21:03:49.401324+00	2025-07-11 21:03:49.401324+00	1	NULL		1
1088554550835707905	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-11 21:54:45.482622+00	2025-07-11 23:01:11.262782+00	2025-07-11 23:01:11.262782+00	1	NULL		1
1088584180381089793	AUTO CREATE STATS	Table statistics refresh for system.public.job_info	Table statistics refresh for system.public.job_info	node	succeeded	NULL	2025-07-12 00:25:27.704192+00	2025-07-12 00:25:27.956544+00	2025-07-12 00:25:27.956544+00	1	NULL		1
1088584181445099521	AUTO CREATE STATS	Table statistics refresh for system.public.jobs	Table statistics refresh for system.public.jobs	node	succeeded	NULL	2025-07-12 00:25:28.028906+00	2025-07-12 00:25:28.453148+00	2025-07-12 00:25:28.453148+00	1	NULL		1
1088594134558408705	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 01:16:05.468474+00	2025-07-12 01:50:05.650346+00	2025-07-12 01:50:05.650346+00	1	NULL		1
1088614888135196673	AUTO CREATE STATS	Table statistics refresh for system.public.reports_meta	Table statistics refresh for system.public.reports_meta	node	succeeded	NULL	2025-07-12 03:01:38.967047+00	2025-07-12 03:01:39.154573+00	2025-07-12 03:01:39.154573+00	1	NULL		1
1088614889048539137	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-12 03:01:39.24578+00	2025-07-12 03:01:39.616668+00	2025-07-12 03:01:39.616668+00	1	NULL		1
1088614890494066689	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress	Table statistics refresh for system.public.job_progress	node	succeeded	NULL	2025-07-12 03:01:39.686917+00	2025-07-12 03:01:39.988561+00	2025-07-12 03:01:39.988561+00	1	NULL		1
1088622314063724545	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 03:39:25.16554+00	2025-07-12 05:01:42.388315+00	2025-07-12 05:01:42.388315+00	1	NULL		1
1088644772732502017	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-12 05:33:39.022379+00	2025-07-12 05:33:39.266375+00	2025-07-12 05:33:39.266375+00	1	NULL		1
1088650531588046849	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 06:02:52.053344+00	2025-07-12 06:02:58.016206+00	2025-07-12 06:02:58.016206+00	1	NULL		1
1088665226623811585	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 07:17:41.040764+00	2025-07-12 07:17:55.951347+00	2025-07-12 07:17:55.951347+00	1	NULL		1
1088666030271594497	AUTO CREATE STATS	Table statistics refresh for system.public.job_status	Table statistics refresh for system.public.job_status	node	succeeded	NULL	2025-07-12 07:21:46.308474+00	2025-07-12 07:21:46.610848+00	2025-07-12 07:21:46.610848+00	1	NULL		1
1088680431195193345	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 08:35:01.106021+00	2025-07-12 08:35:05.053236+00	2025-07-12 08:35:05.053236+00	1	NULL		1
1088680888177950721	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-12 08:37:20.581658+00	2025-07-12 08:37:20.7907+00	2025-07-12 08:37:20.7907+00	1	NULL		1
1088681084030091265	AUTO CREATE STATS	Table statistics refresh for system.public.transaction_statistics	Table statistics refresh for system.public.transaction_statistics	node	succeeded	NULL	2025-07-12 08:38:20.350988+00	2025-07-12 08:38:20.858728+00	2025-07-12 08:38:20.858728+00	1	NULL		1
1088681085898293249	AUTO CREATE STATS	Table statistics refresh for system.public.reports_meta	Table statistics refresh for system.public.reports_meta	node	succeeded	NULL	2025-07-12 08:38:20.921113+00	2025-07-12 08:38:21.164236+00	2025-07-12 08:38:21.164236+00	1	NULL		1
1088681283667755009	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-12 08:39:21.275569+00	2025-07-12 08:39:21.628554+00	2025-07-12 08:39:21.628554+00	1	NULL		1
1088681285078712321	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-12 08:39:21.706159+00	2025-07-12 08:39:21.891889+00	2025-07-12 08:39:21.891889+00	1	NULL		1
1088681482586619905	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-12 08:40:21.980791+00	2025-07-12 08:40:22.215707+00	2025-07-12 08:40:22.215707+00	1	NULL		1
1088683449803800577	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-12 08:50:22.327832+00	2025-07-12 08:50:22.516323+00	2025-07-12 08:50:22.516323+00	1	NULL		1
1088685387725897729	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 09:00:13.716023+00	2025-07-12 09:00:38.419762+00	2025-07-12 09:00:38.419762+00	1	NULL		1
1088686400304119809	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_status	Partial statistics update for system.public.job_status	node	succeeded	NULL	2025-07-12 09:05:22.749062+00	2025-07-12 09:05:22.946273+00	2025-07-12 09:05:22.946273+00	1	NULL		1
1088686401206026241	AUTO CREATE STATS	Table statistics refresh for system.public.job_message	Table statistics refresh for system.public.job_message	node	succeeded	NULL	2025-07-12 09:05:23.024305+00	2025-07-12 09:05:23.323953+00	2025-07-12 09:05:23.323953+00	1	NULL		1
1088686402499936257	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-12 09:05:23.419178+00	2025-07-12 09:05:23.761289+00	2025-07-12 09:05:23.761289+00	1	NULL		1
1088686403875930113	AUTO CREATE STATS	Table statistics refresh for system.public.job_info	Table statistics refresh for system.public.job_info	node	succeeded	NULL	2025-07-12 09:05:23.839095+00	2025-07-12 09:05:24.106242+00	2025-07-12 09:05:24.106242+00	1	NULL		1
1088686404977065985	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-12 09:05:24.175139+00	2025-07-12 09:05:24.365736+00	2025-07-12 09:05:24.365736+00	1	NULL		1
1088686405835915265	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress_history	Table statistics refresh for system.public.job_progress_history	node	succeeded	NULL	2025-07-12 09:05:24.43724+00	2025-07-12 09:05:24.685338+00	2025-07-12 09:05:24.685338+00	1	NULL		1
1088686603470995457	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress	Table statistics refresh for system.public.job_progress	node	succeeded	NULL	2025-07-12 09:06:24.750677+00	2025-07-12 09:06:24.99142+00	2025-07-12 09:06:24.99142+00	1	NULL		1
1088698224154968065	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 10:05:31.09504+00	2025-07-12 10:05:47.790112+00	2025-07-12 10:05:47.790112+00	1	NULL		1
1088700534236250113	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-12 10:17:16.082845+00	2025-07-12 10:17:16.285563+00	2025-07-12 10:17:16.285563+00	1	NULL		1
1088707018375626753	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-12 10:50:14.885148+00	2025-07-12 10:50:15.114154+00	2025-07-12 10:50:15.114154+00	1	NULL		1
1088710125505937409	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 11:06:03.095899+00	2025-07-12 11:08:06.791483+00	2025-07-12 11:08:06.791483+00	1	NULL		1
1088722501559779329	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 12:08:59.968825+00	2025-07-12 12:09:56.212279+00	2025-07-12 12:09:56.212279+00	1	NULL		1
1088730335806816257	AUTO CREATE STATS	Table statistics refresh for system.public.eventlog	Table statistics refresh for system.public.eventlog	node	succeeded	NULL	2025-07-12 12:48:50.800427+00	2025-07-12 12:48:51.156304+00	2025-07-12 12:48:51.156304+00	1	NULL		1
1088734428569337857	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 13:09:39.800955+00	2025-07-12 13:24:04.919214+00	2025-07-12 13:24:04.919214+00	1	NULL		1
1088742754708193281	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-12 13:52:00.748356+00	2025-07-12 13:52:01.443025+00	2025-07-12 13:52:01.443025+00	1	NULL		1
1088748898931998721	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 14:23:15.807832+00	2025-07-12 14:40:43.681997+00	2025-07-12 14:40:43.681997+00	1	NULL		1
1088757668221452289	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 15:07:51.980376+00	2025-07-12 15:08:00.883902+00	2025-07-12 15:08:00.883902+00	1	NULL		1
1088776551476297729	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 16:43:54.690526+00	2025-07-12 17:03:10.298616+00	2025-07-12 17:03:10.298616+00	1	NULL		1
1088780488307048449	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-12 17:03:56.128868+00	2025-07-12 17:03:56.295961+00	2025-07-12 17:03:56.295961+00	1	NULL		1
1088792163294478337	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 18:03:19.050597+00	2025-07-12 18:14:27.78296+00	2025-07-12 18:14:27.78296+00	1	NULL		1
1088822411365842945	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 20:37:10.019474+00	2025-07-12 21:27:23.940078+00	2025-07-12 21:27:23.940078+00	1	NULL		1
1088835448171200513	AUTO CREATE STATS	Table statistics refresh for system.public.reports_meta	Table statistics refresh for system.public.reports_meta	node	succeeded	NULL	2025-07-12 21:43:28.548351+00	2025-07-12 22:01:04.399568+00	2025-07-12 22:01:04.399568+00	1	NULL		1
1088857965452886017	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-12 23:38:00.275519+00	2025-07-12 23:51:32.992457+00	2025-07-12 23:51:32.992457+00	1	NULL		1
1088882811847507969	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 01:44:22.793389+00	2025-07-13 02:50:56.223901+00	2025-07-13 02:50:56.223901+00	1	NULL		1
1088898861693042689	AUTO CREATE STATS	Table statistics refresh for system.public.job_info	Table statistics refresh for system.public.job_info	node	succeeded	NULL	2025-07-13 03:06:00.819417+00	2025-07-13 03:06:01.061085+00	2025-07-13 03:06:01.061085+00	1	NULL		1
1088898862725464065	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress	Table statistics refresh for system.public.job_progress	node	succeeded	NULL	2025-07-13 03:06:01.134489+00	2025-07-13 03:23:59.505009+00	2025-07-13 03:23:59.505009+00	1	NULL		1
1088913085842751489	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 04:18:21.680996+00	2025-07-13 05:02:11.616519+00	2025-07-13 05:02:11.616519+00	1	NULL		1
1088926375246036993	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 05:25:57.279595+00	2025-07-13 05:58:46.62006+00	2025-07-13 05:58:46.62006+00	1	NULL		1
1088933695165235201	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-13 06:03:11.151543+00	2025-07-13 06:03:11.604115+00	2025-07-13 06:03:11.604115+00	1	NULL		1
1088940629613477889	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 06:38:27.374526+00	2025-07-13 06:56:24.284847+00	2025-07-13 06:56:24.284847+00	1	NULL		1
1088951980792840193	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 07:36:11.469543+00	2025-07-13 07:36:49.096692+00	2025-07-13 07:36:49.096692+00	1	NULL		1
1088957689081364481	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 08:05:13.502238+00	2025-07-13 08:21:51.056993+00	2025-07-13 08:21:51.056993+00	1	NULL		1
1088975887311011841	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 09:37:47.158043+00	2025-07-13 09:42:45.91277+00	2025-07-13 09:42:45.91277+00	1	NULL		1
1088990142531043329	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 10:50:17.50569+00	2025-07-13 10:51:10.722819+00	2025-07-13 10:51:10.722819+00	1	NULL		1
1088990668824477697	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.replication_stats	Partial statistics update for system.public.replication_stats	node	succeeded	NULL	2025-07-13 10:52:58.132475+00	2025-07-13 10:52:58.338014+00	2025-07-13 10:52:58.338014+00	1	NULL		1
1088997001976578049	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 11:25:10.847749+00	2025-07-13 12:26:32.040899+00	2025-07-13 12:26:32.040899+00	1	NULL		1
1089017644304400385	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 13:10:10.382503+00	2025-07-13 14:11:08.53051+00	2025-07-13 14:11:08.53051+00	1	NULL		1
1089041632910770177	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 15:12:11.133198+00	2025-07-13 16:13:10.704245+00	2025-07-13 16:13:10.704245+00	1	NULL		1
1089053639064092673	AUTO CREATE STATS	Table statistics refresh for system.public.reports_meta	Table statistics refresh for system.public.reports_meta	node	succeeded	NULL	2025-07-13 16:13:15.124546+00	2025-07-13 16:13:15.390017+00	2025-07-13 16:13:15.390017+00	1	NULL		1
1089061566658641921	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 16:53:34.432386+00	2025-07-13 17:14:22.168691+00	2025-07-13 17:14:22.168691+00	1	NULL		1
1089087818867277825	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 19:07:05.958921+00	2025-07-13 19:08:09.701195+00	2025-07-13 19:08:09.701195+00	1	NULL		1
1089088007371554817	AUTO CREATE STATS	Table statistics refresh for system.public.statement_statistics	Table statistics refresh for system.public.statement_statistics	node	succeeded	NULL	2025-07-13 19:08:03.49963+00	2025-07-13 19:08:04.409026+00	2025-07-13 19:08:04.409026+00	1	NULL		1
1089103940600365057	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 20:29:05.922556+00	2025-07-13 20:59:57.885523+00	2025-07-13 20:59:57.885523+00	1	NULL		1
1089136067597008897	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-13 23:12:30.31465+00	2025-07-13 23:53:22.509349+00	2025-07-13 23:53:22.509349+00	1	NULL		1
1089142563429941249	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress_history	Table statistics refresh for system.public.job_progress_history	node	succeeded	NULL	2025-07-13 23:45:32.687366+00	2025-07-13 23:45:32.906751+00	2025-07-13 23:45:32.906751+00	1	NULL		1
1089157972100775937	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-14 01:03:55.032125+00	2025-07-14 01:03:58.899049+00	2025-07-14 01:03:58.899049+00	1	NULL		1
1089180608325976065	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-14 02:59:03.062728+00	2025-07-14 03:05:00.879813+00	2025-07-14 03:05:00.879813+00	1	NULL		1
1089181792568180737	AUTO CREATE STATS	Table statistics refresh for system.public.job_info	Table statistics refresh for system.public.job_info	node	succeeded	NULL	2025-07-14 03:05:04.470276+00	2025-07-14 03:05:04.799069+00	2025-07-14 03:05:04.799069+00	1	NULL		1
1089181793927200769	AUTO CREATE STATS	Table statistics refresh for system.public.job_progress	Table statistics refresh for system.public.job_progress	node	succeeded	NULL	2025-07-14 03:05:04.885014+00	2025-07-14 03:05:05.19563+00	2025-07-14 03:05:05.19563+00	1	NULL		1
1089186394943946753	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-14 03:28:28.992114+00	2025-07-14 03:28:56.487083+00	2025-07-14 03:28:56.487083+00	1	NULL		1
1089186408126676993	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-14 03:28:33.026948+00	2025-07-14 03:28:33.20636+00	2025-07-14 03:28:33.20636+00	1	NULL		1
1089186408976416769	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress_history	Partial statistics update for system.public.job_progress_history	node	succeeded	NULL	2025-07-14 03:28:33.286265+00	2025-07-14 03:28:33.463499+00	2025-07-14 03:28:33.463499+00	1	NULL		1
1089186409769402369	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_message	Partial statistics update for system.public.job_message	node	succeeded	NULL	2025-07-14 03:28:33.52827+00	2025-07-14 03:28:33.690285+00	2025-07-14 03:28:33.690285+00	1	NULL		1
1089186410621337601	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-14 03:28:33.788257+00	2025-07-14 03:28:56.613519+00	2025-07-14 03:28:56.613519+00	1	NULL		1
1089186485707505665	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-14 03:28:56.702739+00	2025-07-14 03:28:56.923607+00	2025-07-14 03:28:56.923607+00	1	NULL		1
1089189615251685377	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-14 03:44:51.763827+00	2025-07-14 03:44:51.993238+00	2025-07-14 03:44:51.993238+00	1	NULL		1
1089189985523466241	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.jobs	Partial statistics update for system.public.jobs	node	succeeded	NULL	2025-07-14 03:46:44.761803+00	2025-07-14 03:46:45.080396+00	2025-07-14 03:46:45.080396+00	1	NULL		1
1089192799345082369	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-14 04:01:03.463463+00	2025-07-14 04:01:33.657123+00	2025-07-14 04:01:33.657123+00	1	NULL		1
1089194144985743361	AUTO CREATE STATS	Table statistics refresh for system.public.jobs	Table statistics refresh for system.public.jobs	node	succeeded	NULL	2025-07-14 04:07:54.128955+00	2025-07-14 04:07:54.631839+00	2025-07-14 04:07:54.631839+00	1	NULL		1
1089194822060343297	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-14 04:11:20.755725+00	2025-07-14 04:11:20.897966+00	2025-07-14 04:11:20.897966+00	1	NULL		1
1089195319515807745	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-14 04:13:52.56709+00	2025-07-14 04:13:52.784922+00	2025-07-14 04:13:52.784922+00	1	NULL		1
1089196444673671169	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-14 04:19:35.938016+00	2025-07-14 04:19:36.112642+00	2025-07-14 04:19:36.112642+00	1	NULL		1
1089196739331260417	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress_history	Partial statistics update for system.public.job_progress_history	node	succeeded	NULL	2025-07-14 04:21:05.860379+00	2025-07-14 04:21:06.044898+00	2025-07-14 04:21:06.044898+00	1	NULL		1
1089199778531737601	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-14 04:36:33.350758+00	2025-07-14 04:36:33.540987+00	2025-07-14 04:36:33.540987+00	1	NULL		1
1089204420854874113	AUTO SQL STATS COMPACTION	automatic SQL Stats compaction	automatic SQL Stats compaction	node	succeeded	NULL	2025-07-14 05:00:10.063386+00	2025-07-14 05:00:27.580706+00	2025-07-14 05:00:27.580706+00	1	NULL		1
1089204498050809857	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-14 05:00:33.633679+00	2025-07-14 05:00:33.815358+00	2025-07-14 05:00:33.815358+00	1	NULL		1
1089206268501524481	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.reports_meta	Partial statistics update for system.public.reports_meta	node	succeeded	NULL	2025-07-14 05:09:33.932355+00	2025-07-14 05:09:34.124226+00	2025-07-14 05:09:34.124226+00	1	NULL		1
1089206859271438337	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-14 05:12:34.221025+00	2025-07-14 05:12:34.404053+00	2025-07-14 05:12:34.404053+00	1	NULL		1
1089207056716431361	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_progress	Partial statistics update for system.public.job_progress	node	succeeded	NULL	2025-07-14 05:13:34.476456+00	2025-07-14 05:13:34.645758+00	2025-07-14 05:13:34.645758+00	1	NULL		1
1089207450710441985	AUTO CREATE PARTIAL STATS	Partial statistics update for system.public.job_info	Partial statistics update for system.public.job_info	node	succeeded	NULL	2025-07-14 05:15:34.71389+00	2025-07-14 05:15:34.929209+00	2025-07-14 05:15:34.929209+00	1	NULL		1
