id	status	created	created_by_type	created_by_id	claim_session_id	claim_instance_id	num_runs	last_run	job_type	owner	description	error_msg	finished
1088189663393447937	succeeded	2025-07-10 14:58:50.657627	crdb_schedule	1084131516558508033	\x0101807a87d46da72e49db8fe445b837dab816	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-10 14:58:53.185284+00
1088196656917774337	succeeded	2025-07-10 15:34:24.914077	crdb_schedule	1084131516558508033	\x0101807a87d46da72e49db8fe445b837dab816	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-10 15:34:47.154852+00
1088213650911756289	succeeded	2025-07-10 17:00:51.083918	NULL	NULL	\x0101807a87d46da72e49db8fe445b837dab816	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_info	NULL	2025-07-10 17:00:51.388671+00
1088213652171948033	succeeded	2025-07-10 17:00:51.468492	NULL	NULL	\x0101807a87d46da72e49db8fe445b837dab816	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_progress	NULL	2025-07-10 17:00:51.75197+00
1088215816621621249	succeeded	2025-07-10 17:11:51.990574	crdb_schedule	1084131516558508033	\x0101807a87d46da72e49db8fe445b837dab816	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-10 17:29:52.726432+00
1088234593142800385	succeeded	2025-07-10 18:47:22.145633	NULL	NULL	\x0101807a87d46da72e49db8fe445b837dab816	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-10 18:47:22.398344+00
1088244312539693057	succeeded	2025-07-10 19:36:48.268611	crdb_schedule	1084131516558508033	\x0101807a87d46da72e49db8fe445b837dab816	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-10 19:54:21.808844+00
1088277057055752193	succeeded	2025-07-10 22:23:21.102043	crdb_schedule	1084131516558508033	\x0101807a87d46da72e49db8fe445b837dab816	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-10 22:55:28.724275+00
1088308829461151745	succeeded	2025-07-11 01:04:57.272081	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_info	NULL	2025-07-11 01:04:57.634028+00
1088308831206965249	succeeded	2025-07-11 01:04:57.804864	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_progress	NULL	2025-07-11 01:04:58.0934+00
1088308832519159809	succeeded	2025-07-11 01:04:58.205312	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.reports_meta	NULL	2025-07-11 01:04:58.445257+00
1088312335457812481	succeeded	2025-07-11 01:22:47.206947	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 02:12:07.89816+00
1088329462929031169	succeeded	2025-07-11 02:49:54.088186	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 03:48:51.144696+00
1088348322530295809	succeeded	2025-07-11 04:25:49.598804	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 04:41:08.5976+00
1088355263726223361	succeeded	2025-07-11 05:01:07.876318	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 05:01:30.85974+00
1088355436663734273	succeeded	2025-07-11 05:02:00.661551	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.statement_statistics	NULL	2025-07-11 05:02:00.864008+00
1088355634146738177	succeeded	2025-07-11 05:03:00.928573	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 05:03:01.147291+00
1088361336710791169	succeeded	2025-07-11 05:32:01.21302	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.reports_meta	NULL	2025-07-11 05:32:01.387621+00
1088363303759347713	succeeded	2025-07-11 05:42:01.508597	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.reports_meta	NULL	2025-07-11 05:42:01.73334+00
1088365664079544321	succeeded	2025-07-11 05:54:01.821162	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 05:54:02.014193+00
1088365664956678145	succeeded	2025-07-11 05:54:02.088835	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.jobs	NULL	2025-07-11 05:54:02.460343+00
1088366846138220545	succeeded	2025-07-11 06:00:02.556836	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress_history	NULL	2025-07-11 06:00:02.76703+00
1088367051212193793	succeeded	2025-07-11 06:01:05.130586	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 06:01:24.313137+00
1088370582711730177	succeeded	2025-07-11 06:19:02.868575	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.reports_meta	NULL	2025-07-11 06:19:03.050014+00
1088378644714291201	succeeded	2025-07-11 07:00:03.196503	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress_history	NULL	2025-07-11 07:00:03.380773+00
1088378645558231041	succeeded	2025-07-11 07:00:03.454058	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.jobs	NULL	2025-07-11 07:00:03.776867+00
1088378646891397121	succeeded	2025-07-11 07:00:03.86091	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 07:00:04.037998+00
1088378647712759809	succeeded	2025-07-11 07:00:04.111563	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 07:00:04.303912+00
1088378771889258497	succeeded	2025-07-11 07:00:41.995892	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 07:00:55.89063+00
1088378845271261185	succeeded	2025-07-11 07:01:04.401641	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.jobs	NULL	2025-07-11 07:01:04.754501+00
1088378846689853441	succeeded	2025-07-11 07:01:04.834554	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 07:01:05.025709+00
1088379044258775041	succeeded	2025-07-11 07:02:05.127813	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.transaction_statistics	NULL	2025-07-11 07:02:05.362672+00
1088379045238112257	succeeded	2025-07-11 07:02:05.42668	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.jobs	NULL	2025-07-11 07:02:05.722059+00
1088382192195207169	succeeded	2025-07-11 07:18:05.801765	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_progress	NULL	2025-07-11 07:18:06.051666+00
1088382586501496833	succeeded	2025-07-11 07:20:06.134501	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.reports_meta	NULL	2025-07-11 07:20:06.336407+00
1088389038184759297	succeeded	2025-07-11 07:52:55.03198	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 07:52:55.218619+00
1088389628912467969	succeeded	2025-07-11 07:55:55.307779	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.reports_meta	NULL	2025-07-11 07:55:55.504615+00
1088390416267214849	succeeded	2025-07-11 07:59:55.589367	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 07:59:55.752292+00
1088390501881413633	succeeded	2025-07-11 08:00:21.701657	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 08:00:30.37642+00
1088390810240876545	succeeded	2025-07-11 08:01:55.820589	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_info	NULL	2025-07-11 08:01:56.065063+00
1088391007905153025	succeeded	2025-07-11 08:02:56.142938	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.transaction_statistics	NULL	2025-07-11 08:02:56.345859+00
1088391402100326401	succeeded	2025-07-11 08:04:56.441761	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 08:04:56.640071+00
1088391599620489217	succeeded	2025-07-11 08:05:56.720142	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.reports_meta	NULL	2025-07-11 08:05:56.932179+00
1088391600583245825	succeeded	2025-07-11 08:05:57.013933	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 08:05:57.196641+00
1088391601381605377	succeeded	2025-07-11 08:05:57.25758	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress_history	NULL	2025-07-11 08:05:57.449555+00
1088391798951837697	succeeded	2025-07-11 08:06:57.551233	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 08:06:57.76836+00
1088391996582887425	succeeded	2025-07-11 08:07:57.863437	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.reports_meta	NULL	2025-07-11 08:07:58.028573+00
1088396322740502529	succeeded	2025-07-11 08:29:58.101966	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 08:29:58.248589+00
1088397109895299073	succeeded	2025-07-11 08:33:58.322547	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.statement_statistics	NULL	2025-07-11 08:33:58.514295+00
1088397307422244865	succeeded	2025-07-11 08:34:58.602985	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 08:34:58.817473+00
1088400060894019585	succeeded	2025-07-11 08:48:58.895886	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 08:48:59.103573+00
1088402288988946433	succeeded	2025-07-11 09:00:18.850665	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 09:00:39.267656+00
1088402617854951425	succeeded	2025-07-11 09:01:59.218432	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.jobs	NULL	2025-07-11 09:01:59.545403+00
1088404192082395137	succeeded	2025-07-11 09:09:59.634529	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_message	NULL	2025-07-11 09:09:59.825917+00
1088405765939593217	succeeded	2025-07-11 09:17:59.93763	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 09:18:00.133762+00
1088406356721696769	succeeded	2025-07-11 09:21:00.230021	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 09:21:00.416314+00
1088407340629721089	succeeded	2025-07-11 09:26:00.494911	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 09:26:00.707762+00
1088408914544623617	succeeded	2025-07-11 09:34:00.815628	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.statement_statistics	NULL	2025-07-11 09:34:01.559063+00
1088412456248541185	succeeded	2025-07-11 09:52:01.657883	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 09:52:01.840575+00
1088414225616896001	succeeded	2025-07-11 10:01:01.611051	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 10:01:17.068471+00
1088415013018304513	succeeded	2025-07-11 10:05:01.922097	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.statement_statistics	NULL	2025-07-11 10:05:02.132663+00
1088415210637066241	succeeded	2025-07-11 10:06:02.230561	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 10:06:02.430218+00
1088416784347267073	succeeded	2025-07-11 10:14:02.488793	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.statement_statistics	NULL	2025-07-11 10:14:03.256294+00
1088420129540931585	succeeded	2025-07-11 10:31:03.36089	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 10:31:03.557513+00
1088420327110836225	succeeded	2025-07-11 10:32:03.654436	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 10:32:03.852463+00
1088425959402405889	succeeded	2025-07-11 11:00:42.48666	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 11:00:53.908803+00
1088426423055155201	succeeded	2025-07-11 11:03:03.98901	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 11:03:04.184113+00
1088426620571123713	succeeded	2025-07-11 11:04:04.266093	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.statement_statistics	NULL	2025-07-11 11:04:04.463929+00
1088427014735462401	succeeded	2025-07-11 11:06:04.555504	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 11:06:04.759535+00
1088431144583200769	succeeded	2025-07-11 11:27:04.885021	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.reports_meta	NULL	2025-07-11 11:27:05.081395+00
1088432718402781185	succeeded	2025-07-11 11:35:05.176637	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_info	NULL	2025-07-11 11:35:05.460496+00
1088437694862065665	succeeded	2025-07-11 12:00:23.849276	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 12:00:24.60308+00
1088439797781233665	succeeded	2025-07-11 12:11:05.631491	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_message	NULL	2025-07-11 12:11:05.819665+00
1088442944521175041	succeeded	2025-07-11 12:27:05.940314	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 12:27:06.140497+00
1088442945454374913	succeeded	2025-07-11 12:27:06.225096	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_info	NULL	2025-07-11 12:27:06.426152+00
1088443142968934401	succeeded	2025-07-11 12:28:06.501752	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.jobs	NULL	2025-07-11 12:28:06.799969+00
1088443734023208961	succeeded	2025-07-11 12:31:06.877208	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.reports_meta	NULL	2025-07-11 12:31:07.073191+00
1088449482610802689	succeeded	2025-07-11 13:00:21.189124	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 13:00:51.695804+00
1088451599413149697	succeeded	2025-07-11 13:11:07.203725	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.statement_statistics	NULL	2025-07-11 13:11:07.389458+00
1088454746121437185	succeeded	2025-07-11 13:27:07.502884	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress_history	NULL	2025-07-11 13:27:07.683708+00
1088456713266724865	succeeded	2025-07-11 13:37:07.827989	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 13:37:08.01955+00
1088457500648407041	succeeded	2025-07-11 13:41:08.117811	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 13:41:08.323803+00
1088459860770226177	succeeded	2025-07-11 13:53:08.369829	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_progress	NULL	2025-07-11 13:53:08.584123+00
1088461117239427073	succeeded	2025-07-11 13:59:31.813794	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.reports_meta	NULL	2025-07-11 13:59:32.026572+00
1088461366972710913	succeeded	2025-07-11 14:00:48.015321	crdb_schedule	1084131516558508033	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 14:01:10.514355+00
1088461537804320769	succeeded	2025-07-11 14:01:40.160018	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 14:01:40.380764+00
1088463327960596481	succeeded	2025-07-11 14:10:46.472358	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-11 14:10:46.738119+00
1088463924987002881	succeeded	2025-07-11 14:13:48.670352	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.transaction_statistics	NULL	2025-07-11 14:13:48.866516+00
1088463925891137537	succeeded	2025-07-11 14:13:48.946277	NULL	NULL	\x01018029c3503d1af442f498ba8e7782189435	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.statement_statistics	NULL	2025-07-11 14:13:49.140557+00
1088491371552997377	succeeded	2025-07-11 16:33:24.690907	crdb_schedule	1084131516715335681	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO SCHEMA TELEMETRY	node	SQL schema telemetry	NULL	2025-07-11 16:33:36.297459+00
1088491371600019457	succeeded	2025-07-11 16:33:24.708067	crdb_schedule	1084131516558508033	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 16:33:36.338077+00
1088506228059766785	succeeded	2025-07-11 17:48:58.541713	crdb_schedule	1084131516558508033	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 18:16:49.726118+00
1088518357042003969	succeeded	2025-07-11 18:50:40.01527	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_progress_history	NULL	2025-07-11 18:50:40.339078+00
1088518358404464641	succeeded	2025-07-11 18:50:40.431057	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.reports_meta	NULL	2025-07-11 18:50:40.711148+00
1088518359610654721	succeeded	2025-07-11 18:50:40.799157	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.jobs	NULL	2025-07-11 18:59:56.851574+00
1088520219681062913	succeeded	2025-07-11 19:00:08.43163	crdb_schedule	1084131516558508033	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 19:58:58.54+00
1088541545968599041	succeeded	2025-07-11 20:48:36.714054	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.jobs	NULL	2025-07-11 21:03:49.401324+00
1088554550835707905	succeeded	2025-07-11 21:54:45.482622	crdb_schedule	1084131516558508033	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-11 23:01:11.262782+00
1088584180381089793	succeeded	2025-07-12 00:25:27.704192	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_info	NULL	2025-07-12 00:25:27.956544+00
1088584181445099521	succeeded	2025-07-12 00:25:28.028906	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.jobs	NULL	2025-07-12 00:25:28.453148+00
1088594134558408705	succeeded	2025-07-12 01:16:05.468474	crdb_schedule	1084131516558508033	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-12 01:50:05.650346+00
1088614888135196673	succeeded	2025-07-12 03:01:38.967047	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.reports_meta	NULL	2025-07-12 03:01:39.154573+00
1088614889048539137	succeeded	2025-07-12 03:01:39.24578	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.jobs	NULL	2025-07-12 03:01:39.616668+00
1088614890494066689	succeeded	2025-07-12 03:01:39.686917	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE STATS	node	Table statistics refresh for system.public.job_progress	NULL	2025-07-12 03:01:39.988561+00
1088622314063724545	succeeded	2025-07-12 03:39:25.16554	crdb_schedule	1084131516558508033	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-12 05:01:42.388315+00
1088644772732502017	succeeded	2025-07-12 05:33:39.022379	NULL	NULL	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO CREATE PARTIAL STATS	node	Partial statistics update for system.public.job_progress	NULL	2025-07-12 05:33:39.266375+00
1088650531588046849	succeeded	2025-07-12 06:02:52.053344	crdb_schedule	1084131516558508033	\x01018076952d432edd4f82b5927ca3b6b47a7a	1	NULL	NULL	AUTO SQL STATS COMPACTION	node	automatic SQL Stats compaction	NULL	2025-07-12 06:02:58.016206+00
