store_id	name	value
NULL	kv.rangefeed.mux_stream_send.latency-p75	8593.75
NULL	admission.errored.kv.user-low-pri	0
NULL	kv.rangefeed.mux_stream_send.latency-p99.9	265294.8464431894
NULL	distsender.batches.async.in_progress	0
NULL	sql.service.latency-p90	349781.8909980957
NULL	distsender.rpc.scan.sent	9.659219e+06
NULL	jobs.create_stats.fail_or_cancel_retry_error	0
NULL	changefeed.sink_batch_hist_nanos-sum	0
NULL	sys.gc.assist.ns	1.502536084e+09
NULL	go.scheduler_latency-p99.999	458751.99999999994
NULL	admission.wait_durations.sql-sql-response.locking-normal-pri-p99.99	0
NULL	sql.exec.latency.consistent.internal-count	46101
NULL	distsender.rpc.recovertxn.sent	17
NULL	sql.service.latency.consistent.internal-p90	509764.8512221625
NULL	sys.host.disk.read.time	3.329886965061e+12
NULL	changefeed.buffer_entries.in	0
NULL	admission.wait_durations.kv-p99.9	9990.00655533297
NULL	admission.granter.used_slots.kv	0
NULL	logical_replication.commit_latency-count	0
NULL	sql.stats.mem.max-count	0
NULL	changefeed.aggregator_progress	0
NULL	distsender.rpc.adminrelocaterange.sent	0
NULL	distsender.rangefeed.error_catchup_ranges	0
NULL	kvflowcontrol.eval_wait.elastic.duration-avg	0
NULL	sql.txn.latency.internal-p99	3.375931130802618e+08
NULL	changefeed.stage.rangefeed_buffer_checkpoint.latency-avg	0
NULL	gossip.callbacks.pending_duration-p75	0
NULL	sql.stats.reported.mem.max-p99.999	0
NULL	sql.mem.bulk.max-p99	0
NULL	kv.prober.read.latency-p99.99	0
NULL	admission.wait_durations.sql-kv-response.user-high-pri-count	45899
NULL	storeliveness.transport.receive_dropped	0
NULL	sql.mem.internal.session.prepared.max-sum	1.41702768e+08
NULL	jobs.row_level_ttl.resume_retry_error	0
NULL	jobs.metrics.task_failed	0
NULL	changefeed.nprocs_flush_nanos-p99.9	0
NULL	sql.exec.latency.historical.internal-p99.999	2.9824712862168837e+08
NULL	admission.wait_durations.sql-kv-response.user-high-pri-p99.999	0
NULL	physical_replication.commit_latency-count	0
NULL	jobs.replication_stream_producer.currently_paused	0
NULL	distsender.rpc.heartbeattxn.sent	37
NULL	changefeed.checkpoint.timestamp_count-p99.99	0
NULL	changefeed.usage.query_duration-p99.999	0
NULL	kvflowcontrol.eval_wait.elastic.duration-p75	0
NULL	sql.distsql.service.latency-p75	0
NULL	jobs.auto_update_sql_activity.expired_pts_records	0
NULL	jobs.standby_read_ts_poller.currently_paused	0
NULL	sql.service.latency.historical-p99.999	0
NULL	admission.admitted.sql-kv-response.user-low-pri	1486
NULL	auth.password.conn.latency-p99.9	0
NULL	changefeed.parallel_io_queue_nanos-sum	0
NULL	distsender.rpc.err.errordetailtype(30)	0
NULL	jobs.row_level_ttl.select_duration-count	0
NULL	logical_replication.events_dlqed_age	0
NULL	jobs.auto_schema_telemetry.currently_paused	0
NULL	sql.distsql.queries.total	9.538122e+06
NULL	changefeed.checkpoint_progress	0
NULL	distsender.rpc.transferlease.sent	0
NULL	sql.insights.anomaly_detection.evictions	0
NULL	changefeed.buffer_entries.released.aggregator	0
NULL	auth.ldap.conn.latency-p99.999	0
NULL	sql.mem.bulk.max-sum	0
NULL	jobs.standby_read_ts_poller.expired_pts_records	0
NULL	changefeed.lagging_ranges	0
NULL	admission.wait_durations.sql-kv-response.user-low-pri-max	10000
NULL	changefeed.message_size_hist-p75	0
NULL	distsender.rangefeed.retry.store_not_found	0
NULL	admission.wait_durations.sql-kv-response-p50	5000.023016336996
NULL	admission.admitted.kv.normal-pri	1.0541244e+07
NULL	kvflowcontrol.send_queue.bytes	0
NULL	admission.wait_durations.kv-p99.999	9999.908317021403
NULL	changefeed.schema_registry.retry_count	0
NULL	jobs.migration.currently_running	0
NULL	jobs.import.expired_pts_records	0
NULL	jobs.migration.fail_or_cancel_failed	0
NULL	admission.wait_durations.kv.user-high-pri-p50	0
NULL	sql.guardrails.transaction_rows_read_err.count	0
NULL	distsender.rpc.checkconsistency.sent	0
NULL	cloud.open_readers	0
NULL	sql.stats.activity.updates.failed	0
NULL	changefeed.buffer_entries.resolved	0
NULL	jobs.schema_change_gc.currently_idle	6
NULL	sys.cpu.now.ns	1.753164293997141e+18
NULL	liveness.heartbeatlatency-sum	1.63511127273e+11
NULL	jobs.auto_config_task.fail_or_cancel_retry_error	0
NULL	sql.mem.internal.current	0
NULL	logical_replication.events_initial_success	0
NULL	jobs.row_level_ttl.select_duration-sum	0
NULL	admission.wait_durations.kv.normal-pri-p99.99	9998.990566384025
NULL	sql.mem.sql.txn.max-avg	4335.1947196325345
NULL	admission.wait_durations.elastic-cpu.bulk-normal-pri-sum	0
NULL	kv.rangefeed.buffered_sender.queue_size	0
NULL	cloud.listings	0
NULL	sql.mem.internal.session.max-p99.999	8000
NULL	sql.mem.sql.session.max-p75	6553.918298061075
NULL	jobs.replication_stream_producer.currently_idle	0
NULL	jobs.auto_span_config_reconciliation.resume_retry_error	1
NULL	sql.mem.internal.max-count	46251
NULL	admission.wait_durations.elastic-cpu.bulk-low-pri-p99.9	10000
NULL	jobs.hot_ranges_logger.protected_record_count	0
NULL	sql.pre_serve.mem.max-max	0
NULL	distsender.batch_requests.replica_addressed.bytes	5.047177395e+09
NULL	sys.totalmem	3.4359738368e+10
NULL	txn.restarts-p99.9	0
NULL	changefeed.buffer_entries.in.rangefeed	0
NULL	jobs.auto_update_sql_activity.resume_failed	0
NULL	sql.statements.auto_retry.count.internal	0
NULL	sql.mem.bulk.max-p99.999	0
NULL	changefeed.parallel_io_queue_nanos-p99	0
NULL	jobs.auto_create_stats.fail_or_cancel_failed	0
NULL	distsender.rpc.subsume.sent	23
NULL	sql.mem.root.max-avg	0
NULL	changefeed.flush_hist_nanos-p99.999	0
NULL	jobs.auto_create_stats.expired_pts_records	0
NULL	sql.distsql.queries.spilled	0
NULL	admission.wait_durations.sql-sql-response-max	0
NULL	liveness.heartbeatlatency-p99	3.625117049988527e+07
NULL	distsender.rpc.err.rangefeedretryerrtype	0
NULL	jobs.row_level_ttl.total_rows	0
NULL	jobs.auto_config_env_runner.protected_age_sec	0
NULL	changefeed.parallel_io_queue_nanos-p99.999	0
NULL	sys.gc.stop.ns	1.897712512e+09
NULL	kvflowcontrol.streams.send.regular.total_count	1
NULL	changefeed.stage.emit_row.latency-avg	0
NULL	distsender.rpc.err.errordetailtype(24)	0
NULL	sql.service.latency-p99	8.390280175017914e+06
NULL	jobs.auto_sql_stats_compaction.fail_or_cancel_failed	0
NULL	sql.guardrails.transaction_rows_written_err.count.internal	0
NULL	distsender.rpc.delete.sent	9099
NULL	rpc.method.subsume.recv	23
NULL	sql.mem.conns.max-p90	0
NULL	changefeed.buffer_entries.flush.rangefeed	0
NULL	cloud.listing_results	0
NULL	physical_replication.admit_latency-p99.999	0
NULL	physical_replication.events_ingested	0
NULL	kvflowcontrol.tokens.send.elastic.unaccounted	0
NULL	changefeed.stage.downstream_client_send.latency-p50	0
NULL	sql.stats.reported.mem.max-p99	0
NULL	sql.distsql.service.latency.internal-avg	6.083087363636363e+06
NULL	auth.gss.conn.latency-avg	0
NULL	liveness.livenodes	1
NULL	changefeed.schemafeed.table_metadata_nanos	0
NULL	jobs.poll_jobs_stats.protected_record_count	0
NULL	admission.wait_durations.kv.user-low-pri-p99.9	10000
NULL	admission.wait_durations.elastic-cpu.normal-pri-count	0
NULL	admission.wait_durations.elastic-cpu-p75	0
NULL	changefeed.stage.emit_row.latency-p99	0
NULL	jobs.key_visualizer.currently_paused	0
NULL	jobs.auto_create_stats.currently_paused	0
NULL	sql.mem.root.max-p75	0
NULL	changefeed.checkpoint.create_nanos-p99.999	0
NULL	admission.wait_durations.kv.user-low-pri-p50	5000
NULL	jobs.logical_replication.fail_or_cancel_completed	0
NULL	jobs.hot_ranges_logger.resume_retry_error	0
NULL	jobs.sql_activity_flush.fail_or_cancel_completed	0
NULL	changefeed.stage.encode.latency-max	0
NULL	distsender.batches	1.0495612e+07
NULL	auth.gss.conn.latency-sum	0
NULL	admission.wait_durations.kv-avg	0
NULL	distsender.rpc.err.storenotfounderrtype	0
NULL	changefeed.admit_latency-p50	0
NULL	admission.wait_durations.sql-kv-response.locking-normal-pri-p50	5000
NULL	sql.mem.internal.session.prepared.max-p50	5126.739624905666
NULL	schedules.scheduled-sql-stats-compaction-executor.succeeded	17
NULL	sql.mem.sql.txn.max-p50	5107.83659612215
NULL	sql.mem.internal.txn.max-p99.9	7995.335220316325
NULL	changefeed.checkpoint.span_count-sum	0
NULL	admission.wait_durations.sql-kv-response.user-low-pri-avg	0
NULL	jobs.auto_sql_stats_compaction.resume_retry_error	0
NULL	sql.disk.distsql.max-p90	0
NULL	sql.txn.commit.count.internal	0
NULL	sql.mem.sql.session.max-p50	5107.83659612215
NULL	physical_replication.flush_hist_nanos-p99.999	0
NULL	sql.txn.rollback.started.count.internal	296
NULL	liveness.epochincrements	0
NULL	sql.contention.txn_id_cache.miss	575
NULL	logical_replication.commit_latency-p99.9	0
NULL	jobs.sql_activity_flush.currently_idle	0
NULL	admission.wait_durations.sql-sql-response.normal-pri-p90	0
NULL	gossip.callbacks.pending_duration-max	0
NULL	jobs.auto_sql_stats_compaction.resume_failed	0
NULL	sql.txn.latency-p99.99	2.236834947568939e+07
NULL	changefeed.usage.query_duration-sum	0
NULL	sql.stats.activity.update.latency-p99.999	0
NULL	jobs.row_level_ttl.span_total_duration-max	0
NULL	txn.durations-p99.99	2.868316813342006e+07
NULL	admission.wait_durations.kv.bulk-normal-pri-p99.99	0
NULL	jobs.create_stats.currently_idle	0
NULL	jobs.hot_ranges_logger.fail_or_cancel_failed	0
NULL	distsender.errors.notleaseholder	0
NULL	sql.distsql.exec.latency.internal-p50	1.3664483492953242e+06
NULL	sql.distsql.service.latency.internal-count	1709
NULL	sql.mem.sql.session.prepared.max-p99.9	8000
NULL	jobs.typedesc_schema_change.protected_record_count	0
NULL	schedules.round.reschedule-skip	0
NULL	changefeed.stage.rangefeed_buffer_value.latency-sum	0
NULL	jobs.key_visualizer.resume_retry_error	0
NULL	gossip.callbacks.pending_duration-p99	0
NULL	exec.latency-count	1.0897021e+07
NULL	distsender.rangefeed.total_ranges	13
NULL	sql.pre_serve.bytesout	0
NULL	jobs.auto_sql_stats_compaction.protected_age_sec	0
NULL	changefeed.nprocs_consume_event_nanos-p90	0
NULL	admission.errored.sql-kv-response	0
NULL	changefeed.stage.rangefeed_buffer_checkpoint.latency-p99.999	0
NULL	physical_replication.admit_latency-p90	0
NULL	logical_replication.commit_latency-p99.999	0
NULL	admission.wait_durations.sql-kv-response.locking-normal-pri-sum	5.5419082e+07
NULL	changefeed.emitted_bytes	0
NULL	auth.gss.conn.latency-p99.9	0
NULL	sqlliveness.sessions_deleted	1
NULL	sql.select.count.internal	20906
NULL	sys.cpu.combined.percent-normalized	0.0005790544619690508
NULL	admission.wait_durations.kv.high-pri-p90	9230.76923076923
NULL	rpc.method.adminsplit.recv	13
NULL	admission.wait_durations.kv.locking-normal-pri-p90	9016.393442622952
NULL	sql.select.started.count.internal	20907
NULL	jobs.migration.protected_age_sec	0
NULL	changefeed.parallel_io_queue_nanos-avg	0
NULL	changefeed.stage.rangefeed_buffer_value.latency-count	0
NULL	jobs.auto_config_task.resume_retry_error	0
NULL	admission.wait_durations.sql-kv-response-sum	7.6637125e+07
NULL	admission.wait_durations.elastic-cpu.bulk-normal-pri-p90	0
NULL	admission.admitted.kv.high-pri	11146
NULL	changefeed.commit_latency-p99.99	0
NULL	sql.stats.txn_stats_collection.duration-max	855467.2535565672
NULL	distsender.rpc.admintransferlease.sent	0
NULL	obs.tablemetadata.update_job.errors	0
NULL	admission.wait_durations.kv.high-pri-count	11146
NULL	jobs.row_level_ttl.expired_pts_records	0
NULL	sql.pgwire.pipeline.count	212
NULL	changefeed.commit_latency-sum	0
NULL	jobs.mvcc_statistics_update.protected_record_count	0
NULL	jobs.changefeed.fail_or_cancel_completed	0
NULL	admission.wait_durations.elastic-cpu-sum	0
NULL	admission.requested.kv.bulk-normal-pri	318
NULL	sql.service.latency.historical.internal-p90	7.038135554931545e+06
NULL	sys.cgo.totalbytes	1.83959552e+08
NULL	admission.wait_durations.elastic-cpu.bulk-low-pri-p99.99	10000
NULL	sql.txn.upgraded_iso_level.count.internal	0
NULL	jobs.schema_change.currently_running	0
NULL	sql.mem.root.max-p50	0
NULL	jobs.new_schema_change.protected_record_count	0
NULL	kv.prober.read.latency-p99	0
NULL	kvflowcontrol.eval_wait.regular.requests.admitted	773407
NULL	txn.restarts.txnpush	0
NULL	sql.distsql.exec.latency-p99.9	0
NULL	jobs.sql_activity_flush.fail_or_cancel_failed	0
NULL	sql.exec.latency.consistent-p99	8.377190129222198e+06
NULL	sql.conn.latency-sum	2.774593425e+09
NULL	jobs.backup.currently_running	0
NULL	node-id	1
NULL	sql.mem.distsql.max-count	9.479946e+06
NULL	auth.jwt.conn.latency-p99.999	0
NULL	txn.commits_read_only	8.934405e+06
NULL	admission.wait_durations.sql-kv-response-count	1.013064e+07
NULL	gossip.callbacks.processing_duration-p99.9	0
NULL	changefeed.stage.checkpoint_job_progress.latency-p90	0
NULL	distsender.rpc.leaseinfo.sent	92
NULL	sql.exec.latency.historical.internal-count	1196
NULL	admission.wait_durations.sql-kv-response-p99.9	9990.010909743736
NULL	admission.wait_durations.sql-kv-response.bulk-low-pri-max	0
NULL	sql.mem.internal.session.prepared.max-p99.999	8000
NULL	jobs.auto_update_sql_activity.fail_or_cancel_retry_error	0
NULL	jobs.new_schema_change.protected_age_sec	0
NULL	gossip.connections.outgoing	0
NULL	sql.ddl.count.internal	195
NULL	sql.exec.latency.consistent.internal-p90	388372.1956062257
NULL	sql.txn.contended.count	2064
NULL	jobs.history_retention.resume_completed	0
NULL	changefeed.stage.encode.latency-p50	0
NULL	jobs.auto_span_config_reconciliation.currently_paused	0
NULL	sql.txn.latency-avg	590989.3887747651
NULL	distsender.circuit_breaker.replicas.probes.running	0
NULL	changefeed.buffer_pushback_nanos.rangefeed	0
NULL	txn.restarts-p75	0
NULL	changefeed.max_behind_nanos	0
NULL	kvflowcontrol.eval_wait.elastic.duration-sum	1.920776e+06
NULL	changefeed.checkpoint.total_bytes-avg	0
NULL	physical_replication.admit_latency-max	0
NULL	sql.leases.expired	0
NULL	admission.wait_durations.elastic-cpu.bulk-normal-pri-p99	0
NULL	admission.wait_durations.sql-kv-response.bulk-low-pri-p75	0
NULL	auth.jwt.conn.latency-count	0
NULL	distsender.rangefeed.catchup_ranges_waiting_client_side	0
NULL	distsender.rangefeed.retry.range_split	0
NULL	txn.restarts-max	0
NULL	admission.errored.sql-kv-response.user-high-pri	0
NULL	sql.stats.txn_stats_collection.duration-count	9.402682e+06
NULL	sql.delete.count.internal	8199
NULL	admission.wait_durations.sql-sql-response.normal-pri-p99	0
NULL	kv.prober.read.latency-sum	0
NULL	admission.wait_durations.elastic-cpu.normal-pri-p99	0
NULL	admission.wait_durations.elastic-cpu.bulk-low-pri-sum	0
NULL	admission.wait_durations.elastic-cpu-p99.99	0
NULL	exec.latency-p50	63149.33728029605
NULL	jobs.row_level_ttl.fail_or_cancel_retry_error	0
NULL	jobs.new_schema_change.currently_running	0
NULL	kv.rangefeed.mux_stream_send.latency-p99.999	265294.8464431894
NULL	auth.ldap.conn.latency-p90	0
NULL	sql.stats.flush.latency-avg	0
NULL	kvflowcontrol.streams.send.elastic.blocked_count	0
NULL	jobs.create_stats.protected_record_count	0
NULL	sql.distsql.exec.latency-p99	0
NULL	rpc.method.linkexternalsstable.recv	0
NULL	changefeed.nprocs_flush_nanos-sum	0
NULL	kvflowcontrol.streams.eval.elastic.blocked_count	0
NULL	kv.rangefeed.mux_stream_send.latency-p99	51506.78076168121
NULL	exec.latency-p99.999	3.1205835588908464e+07
NULL	sql.exec.latency.internal-count	47297
NULL	sql.mem.root.max-max	0
NULL	jobs.row_level_ttl.fail_or_cancel_completed	0
NULL	distsender.rpc.resolveintentrange.sent	0
NULL	jobs.row_level_ttl.delete_duration-p90	0
NULL	admission.elastic_cpu.nanos_exhausted_duration	0
NULL	changefeed.stage.rangefeed_buffer_checkpoint.latency-p99.9	0
NULL	physical_replication.commit_latency-p50	0
NULL	changefeed.checkpoint.total_bytes-p99.9	0
NULL	sql.distsql.exec.latency.internal-p75	5.568813990945262e+06
NULL	physical_replication.flush_hist_nanos-avg	0
NULL	auth.scram.conn.latency-sum	0
NULL	rpc.client.bytes.ingress	2.444335e+06
NULL	tenant.consumption.write_bytes	0
NULL	logical_replication.batch_hist_nanos-avg	0
NULL	jobs.auto_schema_telemetry.currently_idle	0
NULL	changefeed.nprocs_flush_nanos-avg	0
NULL	sql.exec.latency-avg	552218.755464574
NULL	admission.wait_durations.kv.locking-normal-pri-p99	9890.710382513662
NULL	jobs.auto_create_partial_stats.resume_retry_error	0
NULL	sql.mem.sql.txn.max-p90	7421.556061070694
NULL	obs.tablemetadata.update_job.duration-p99.9	0
NULL	sql.select.started.count	8.802371e+06
NULL	jobs.import.currently_paused	0
NULL	sql.exec.latency.consistent.internal-p99	8.802285002199387e+06
NULL	raft.transport.sends-dropped	0
NULL	changefeed.kafka_throttling_hist_nanos-p50	0
NULL	auth.scram.conn.latency-p75	0
NULL	jobs.replication_stream_ingestion.currently_paused	0
NULL	sql.hydrated_udf_cache.hits	0
NULL	sql.service.latency.consistent-p50	105369.10885537794
NULL	changefeed.nprocs_consume_event_nanos-p75	0
NULL	kvflowcontrol.send_queue.prevent.count	0
NULL	sql.exec.latency-p99	8.373984458216715e+06
NULL	sql.service.latency.historical.internal-count	1196
NULL	distsender.rpc.proxy.err	0
NULL	changefeed.checkpoint.span_count-p99.999	0
NULL	logical_replication.batch_hist_nanos-p50	0
NULL	sql.call_stored_proc.count	0
NULL	sql.savepoint.rollback.started.count	0
NULL	kv.prober.write.latency-count	0
NULL	sql.mem.root.max-count	0
NULL	jobs.logical_replication.resume_completed	0
NULL	sys.host.disk.weightedio.time	0
NULL	sql.mem.distsql.max-p99.9	7994.209295024445
NULL	distsender.rpc.err.communicationerrtype	2
NULL	changefeed.admit_latency-p75	0
NULL	auth.gss.conn.latency-p99.99	0
NULL	sys.uptime	86364
NULL	changefeed.message_size_hist-p50	0
NULL	txn.commits1PC	477232
NULL	jobs.hot_ranges_logger.protected_age_sec	0
NULL	auth.jwt.conn.latency-p75	0
NULL	jobs.sql_activity_flush.resume_failed	0
NULL	jobs.auto_update_sql_activity.protected_record_count	0
NULL	sql.service.latency.historical.internal-sum	8.212839523e+09
NULL	admission.wait_queue_length.sql-kv-response	0
NULL	sql.mem.root.max-p99.99	0
NULL	sql.service.latency.internal-p99.9	1.4773776525985083e+08
NULL	sql.exec.latency-sum	6.570523171874e+12
NULL	changefeed.stage.rangefeed_buffer_value.latency-p99	0
NULL	changefeed.emitted_messages	0
NULL	changefeed.stage.downstream_client_send.latency-p99.999	0
NULL	sql.mem.internal.session.max-p50	5125.8003439723225
NULL	sql.mem.distsql.max-sum	4.1127966179e+10
NULL	admission.wait_durations.sql-kv-response.user-high-pri-p99	0
NULL	jobs.key_visualizer.currently_idle	0
NULL	sql.txn.commit_prepared.started.count	0
NULL	jobs.auto_config_env_runner.expired_pts_records	0
NULL	jobs.auto_config_runner.fail_or_cancel_completed	0
NULL	sql.txn.latency-p99	8.406776860276623e+06
NULL	jobs.auto_update_sql_activity.fail_or_cancel_failed	0
NULL	distsender.batches.async.throttled_cumulative_duration_nanos	0
NULL	go.scheduler_latency-avg	49197.51111111111
NULL	changefeed.stage.checkpoint_job_progress.latency-p99.9	0
NULL	changefeed.failures	0
NULL	sql.exec.latency-p50	95717.14782156842
NULL	sql.crud_query.started.count.internal	47000
NULL	sql.failure.count.internal	10
NULL	sql.service.latency.consistent.internal-count	46101
NULL	rpc.method.clearrange.recv	0
NULL	sql.txn.contended.count.internal	11
NULL	sql.distsql.exec.latency-max	0
NULL	physical_replication.admit_latency-avg	0
NULL	sql.insert.count	70526
NULL	changefeed.stage.kv_feed_wait_for_table_event.latency-p99.9	0
NULL	sql.mem.conns.max-avg	0
NULL	jobs.import_rollback.currently_idle	0
NULL	sql.exec.latency.consistent.internal-sum	1.39998060443e+11
NULL	admission.wait_durations.sql-kv-response.user-low-pri-p90	8928.57142857143
NULL	sql.guardrails.transaction_rows_read_err.count.internal	0
NULL	jobs.row_level_ttl.delete_duration-p75	0
NULL	sql.savepoint.release.started.count.internal	0
NULL	jobs.row_level_ttl.select_duration-p99.99	0
NULL	tenant.consumption.external_io_ingress_bytes	0
NULL	sql.transaction_timeout.count	0
NULL	sql.stats.flush.latency-count	44
NULL	admission.admitted.sql-kv-response	1.013064e+07
NULL	auth.scram.conn.latency-p90	0
NULL	jobs.row_level_ttl.delete_duration-count	0
NULL	jobs.auto_schema_telemetry.protected_record_count	0
NULL	sql.mem.conns.max-count	0
NULL	sql.distsql.select.count.internal	1709
NULL	jobs.create_stats.fail_or_cancel_completed	0
NULL	admission.wait_durations.kv.bulk-normal-pri-p75	0
NULL	admission.wait_durations.sql-kv-response.user-high-pri-avg	0
NULL	jobs.history_retention.currently_paused	0
NULL	jobs.typedesc_schema_change.currently_paused	0
NULL	distsender.rangefeed.retry.replica_removed	0
NULL	admission.granter.slot_adjuster_decrements.kv	18
NULL	sql.stats.reported.mem.max-max	0
NULL	jobs.import.fail_or_cancel_retry_error	0
NULL	distsender.rpc.err.replicacorruptionerrtype	0
NULL	distsender.rpc.err.errordetailtype(23)	0
NULL	jobs.update_table_metadata_cache.resume_completed	0
NULL	jobs.sql_activity_flush.resume_completed	0
NULL	admission.requested.kv.high-pri	11146
NULL	changefeed.stage.emit_row.latency-p75	0
NULL	sql.mem.sql.session.max-p99	8000
NULL	changefeed.usage.query_duration-p90	0
NULL	sql.mem.internal.max-sum	2.20429315e+08
NULL	changefeed.buffer_entries_mem.released	0
NULL	kv.prober.write.latency-p75	0
NULL	kvflowcontrol.eval_wait.regular.duration-p99.999	65096.75230458167
NULL	logical_replication.retry_queue_events	0
NULL	jobs.auto_update_sql_activity.protected_age_sec	0
NULL	rpc.connection.connected	2
NULL	sql.mem.sql.txn.max-sum	4.0082573726e+10
NULL	admission.wait_durations.elastic-cpu.normal-pri-p50	0
NULL	sql.service.latency.historical-p99.99	0
NULL	jobs.import_rollback.resume_failed	0
NULL	sql.distsql.contended_queries.count	2174
NULL	jobs.auto_config_task.fail_or_cancel_failed	0
NULL	schedules.BACKUP.protected_age_sec	0
NULL	sql.txn.rollback_prepared.started.count.internal	0
NULL	sql.service.latency.historical-p99	0
NULL	jobs.sql_activity_flush.resume_retry_error	0
NULL	sql.mem.internal.max-p99.999	8000
NULL	sql.query.unique.count	198
NULL	admission.wait_durations.sql-sql-response-avg	0
NULL	kvflowcontrol.tokens.eval.elastic.deducted	4.13881068e+08
NULL	kvflowcontrol.tokens.eval.regular.returned	3.28161316e+08
NULL	admission.scheduler_latency_listener.p99_nanos	162529
NULL	sql.pre_serve.bytesin	167270
NULL	jobs.auto_config_env_runner.resume_failed	0
NULL	sql.pre_serve.mem.max-p99.99	0
NULL	jobs.auto_create_stats.fail_or_cancel_completed	0
NULL	admission.wait_durations.kv.user-high-pri-avg	0
NULL	auth.ldap.conn.latency-count	0
NULL	admission.wait_durations.sql-sql-response.normal-pri-p99.9	0
NULL	kv.prober.write.latency-p99	0
NULL	admission.wait_durations.elastic-cpu.bulk-low-pri-max	10000
NULL	admission.wait_queue_length.elastic-cpu	0
NULL	changefeed.admit_latency-count	0
NULL	sql.distsql.service.latency.internal-p75	5.568813990945262e+06
NULL	sql.conn.latency-p99	1.0811807510766068e+06
NULL	kv.rangefeed.mux_stream_send.latency-p50	5729.166666666666
NULL	admission.wait_queue_length.sql-kv-response.normal-pri	0
NULL	exec.latency-sum	9.606610339461e+12
NULL	changefeed.stage.kv_feed_wait_for_table_event.latency-p75	0
NULL	sql.query.unique.count.internal	344
NULL	changefeed.stage.rangefeed_buffer_checkpoint.latency-p99.99	0
NULL	gossip.callbacks.processing_duration-p99.999	0
NULL	sql.exec.latency.consistent.internal-p75	126409.72173988017
NULL	jobs.schema_change_gc.expired_pts_records	0
NULL	rpc.method.refreshrange.recv	93
NULL	admission.wait_queue_length.kv.bulk-normal-pri	0
NULL	sql.disk.distsql.max-sum	0
NULL	sql.distsql.exec.latency.internal-sum	5.746769261e+09
NULL	admission.admitted.kv.user-low-pri	2128
NULL	admission.wait_durations.kv.bulk-normal-pri-sum	0
NULL	jobs.auto_schema_telemetry.resume_completed	0
NULL	distsender.rpc.err.mergeinprogresserrtype	0
NULL	admission.wait_durations.sql-sql-response-p75	0
NULL	changefeed.checkpoint_hist_nanos-p99.99	0
NULL	auth.gss.conn.latency-p90	0
NULL	auth.cert.conn.latency-p50	0
NULL	sql.exec.latency.consistent-p99.9	1.394534662545282e+07
NULL	admission.wait_durations.sql-kv-response.normal-pri-p99.99	9998.984334569866
NULL	sql.stats.txn_stats_collection.duration-p50	5046.975449004749
NULL	sql.txn.prepare.started.count.internal	0
NULL	sql.hydrated_type_cache.hits	0
NULL	distsender.rpc.merge.sent	9.217577e+06
NULL	jobs.update_table_metadata_cache.protected_age_sec	0
NULL	changefeed.checkpoint.span_count-p99.9	0
NULL	round-trip-latency-max	4.406236427773566e+06
NULL	logical_replication.kv.value_refreshes	0
NULL	jobs.schema_change_gc.currently_paused	0
NULL	sql.distsql.exec.latency-avg	0
NULL	schedules.BACKUP.last-completed-time	0
NULL	liveness.heartbeatsinflight	0
NULL	logical_replication.batch_hist_nanos-p90	0
NULL	changefeed.checkpoint.timestamp_count-p50	0
NULL	kvflowcontrol.eval_wait.elastic.requests.bypassed	0
NULL	admission.errored.sql-kv-response.normal-pri	0
NULL	rpc.method.queryintent.recv	167521
NULL	admission.admitted.sql-kv-response.bulk-low-pri	90
NULL	sql.mem.conns.max-p99.9	0
NULL	sql.service.latency-count	9.444339e+06
NULL	sql.txn.rollback_prepared.count	0
NULL	sql.exec.latency.historical.internal-p99.9	2.9824712862168837e+08
NULL	kv.prober.read.latency-count	0
NULL	sql.contention.resolver.queue_size	39
NULL	changefeed.parallel_io_queue_nanos-p90	0
NULL	sql.mem.sql.session.prepared.max-max	8000
NULL	distsender.rpc.err.unsupportedrequesterrtype	0
NULL	sql.mem.sql.txn.max-p99.999	7999.943709231322
NULL	sql.distsql.service.latency.internal-p99.999	3.625117049988527e+07
NULL	sql.txn.latency.internal-p50	2.3746070248080497e+06
NULL	kvflowcontrol.eval_wait.elastic.requests.waiting	0
NULL	changefeed.parallel_io_result_queue_nanos-p99.9	0
NULL	jobs.auto_config_env_runner.fail_or_cancel_retry_error	0
NULL	jobs.migration.currently_idle	0
NULL	txn.write_buffering.num_enabled	0
NULL	round-trip-latency-sum	4.5079129702e+10
NULL	changefeed.parallel_io_result_queue_nanos-p99	0
NULL	changefeed.kafka_throttling_hist_nanos-p99.99	0
NULL	sql.stats.mem.max-max	0
NULL	txn.restarts-p50	0
NULL	admission.wait_durations.kv.locking-normal-pri-count	295933
NULL	gossip.callbacks.processing_duration-sum	1.2336375e+07
NULL	kvflowcontrol.tokens.send.regular.returned	3.28161316e+08
NULL	sql.pre_serve.mem.max-sum	0
NULL	sql.stats.flush.fingerprint.count	5995
NULL	sql.conn.latency-count	1315
NULL	txn.inflight_locks_over_tracking_budget	0
NULL	kv.prober.write.latency-p90	0
NULL	sql.update.started.count	571193
NULL	storeliveness.transport.sent	53470
NULL	sql.distsql.service.latency-p99	0
NULL	jobs.auto_config_runner.currently_running	0
NULL	sql.exec.latency.historical.internal-avg	5.888174318918919e+06
NULL	kvflowcontrol.eval_wait.regular.duration-max	65096.75230458167
NULL	admission.wait_durations.kv.locking-normal-pri-p50	5027.3224043715845
