store_id	name	value
NULL	admission.wait_durations.sql-sql-response.normal-pri-p75	0
NULL	auth.jwt.conn.latency-p99.9	0
NULL	jobs.restore.resume_failed	0
NULL	exec.success	1.0896304e+07
NULL	sql.exec.latency.consistent.internal-avg	563099.5526518063
NULL	changefeed.emitted_batch_sizes-p99	0
NULL	auth.scram.conn.latency-avg	0
NULL	changefeed.checkpoint.span_count-p75	0
NULL	physical_replication.commit_latency-p99.99	0
NULL	distsender.rpc.rangestats.sent	513
NULL	changefeed.checkpoint.span_count-count	0
NULL	changefeed.kafka_throttling_hist_nanos-p99.999	0
NULL	sql.misc.started.count.internal	298
NULL	sql.exec.latency.internal-p99	1.2725204337980025e+07
NULL	changefeed.checkpoint.timestamp_count-max	0
NULL	sql.distsql.select.count	12877
NULL	go.scheduler_latency-max	458751.99999999994
NULL	admission.errored.sql-sql-response.locking-normal-pri	0
NULL	changefeed.emitted_batch_sizes-count	0
NULL	jobs.row_level_ttl.span_total_duration-count	0
NULL	sql.leases.long_wait_for_one_version	0
NULL	sql.mem.internal.max-p99.99	8000
NULL	txn.rollbacks.async.failed	0
NULL	kvflowcontrol.eval_wait.elastic.duration-p90	0
NULL	sql.txn.rollback.count.internal	296
NULL	jobs.changefeed.protected_record_count	0
NULL	sql.mem.root.current	4.07552e+06
NULL	jobs.row_level_ttl.delete_duration-max	0
NULL	txn.write_buffering.batches.fully_handled	0
NULL	admission.wait_durations.sql-sql-response.normal-pri-count	0
NULL	kvflowcontrol.tokens.send.elastic.deducted.prevent_send_queue	0
NULL	changefeed.stage.encode.latency-p90	0
NULL	sql.service.latency.consistent.internal-sum	1.82911755675e+11
NULL	physical_replication.admit_latency-p50	0
NULL	sys.goroutines	485
NULL	rpc.method.get.recv	1.095653e+06
NULL	jobs.logical_replication.fail_or_cancel_retry_error	0
NULL	storeliveness.transport.send-queue-bytes	0
NULL	jobs.history_retention.currently_running	0
NULL	changefeed.parallel_io_in_flight_keys	0
NULL	jobs.auto_create_partial_stats.currently_running	0
NULL	txn.durations-avg	550794.815608665
NULL	sql.mem.internal.txn.max-p75	6553.918298061075
NULL	admission.wait_durations.sql-kv-response.bulk-low-pri-p90	0
NULL	sql.service.latency.internal-p99.99	2.9824712862168837e+08
NULL	jobs.auto_config_env_runner.protected_record_count	0
NULL	schedules.CHANGEFEED.succeeded	0
NULL	jobs.auto_span_config_reconciliation.protected_age_sec	0
NULL	changefeed.commit_latency-p99.9	0
NULL	kvflowcontrol.eval_wait.elastic.duration-p99.999	0
NULL	sql.temp_object_cleaner.schemas_deletion_error	0
NULL	sql.exec.latency.consistent-max	3.625117049988527e+07
NULL	sys.cpu.user.ns	7.0517e+10
NULL	tenant.consumption.write_requests	0
NULL	auth.ldap.conn.latency-sum	0
NULL	rpc.connection.heartbeats	53390
NULL	kvflowcontrol.tokens.send.regular.deducted	3.28161316e+08
NULL	admission.wait_durations.sql-kv-response.locking-normal-pri-p90	9000.190985485104
NULL	sql.mem.internal.session.max-p75	6562.900171986161
NULL	changefeed.stage.checkpoint_job_progress.latency-p99.999	0
NULL	jobs.hot_ranges_logger.currently_idle	0
NULL	admission.wait_durations.sql-sql-response.locking-normal-pri-p99.9	0
NULL	tenant.consumption.write_batches	0
NULL	admission.wait_durations.elastic-cpu.bulk-normal-pri-max	0
NULL	jobs.new_schema_change.fail_or_cancel_completed	0
NULL	auth.gss.conn.latency-count	0
NULL	admission.wait_durations.sql-kv-response-p90	8999.986190197802
NULL	sql.txn.latency-max	3.625117049988527e+07
NULL	jobs.poll_jobs_stats.resume_retry_error	1
NULL	admission.wait_durations.kv.locking-normal-pri-sum	4.4339335e+07
NULL	sql.savepoint.started.count	0
NULL	jobs.auto_config_env_runner.currently_running	0
NULL	sql.mem.sql.max-sum	7.305896e+06
NULL	auth.ldap.conn.latency-avg	0
NULL	jobs.auto_span_config_reconciliation.expired_pts_records	0
NULL	jobs.import_rollback.resume_completed	0
NULL	kv.rangefeed.mux_stream_send.latency-p99.99	265294.8464431894
NULL	sql.copy.started.count	0
NULL	auth.cert.conn.latency-p99.9	0
NULL	admission.wait_durations.kv.high-pri-p99.9	10000
NULL	admission.admitted.sql-sql-response.locking-normal-pri	0
NULL	sql.mem.conns.max-max	0
NULL	changefeed.schema_registry.registrations	0
NULL	changefeed.flush_hist_nanos-avg	0
NULL	admission.wait_durations.sql-kv-response.user-low-pri-p99	10000
NULL	round-trip-latency-avg	641865.4393939395
NULL	changefeed.stage.rangefeed_buffer_value.latency-p90	0
NULL	sql.txn.prepare.started.count	0
NULL	sql.txn.latency.internal-sum	1.09225148666e+11
NULL	admission.errored.kv.locking-normal-pri	0
NULL	distsender.rpc.queryresolvedtimestamp.sent	0
NULL	sql.exec.latency.consistent.internal-max	9.249147277217315e+07
NULL	sql.exec.latency-p75	142147.6277163603
NULL	txn.write_buffering.disabled_after_buffering	0
NULL	sql.restart_savepoint.rollback.started.count.internal	0
NULL	changefeed.stage.emit_row.latency-max	0
NULL	sql.exec.latency.consistent-p50	95720.79355595235
NULL	txn.restarts-p99.999	0
NULL	changefeed.message_size_hist-p99	0
NULL	admission.elastic_cpu.over_limit_durations-p90	0
NULL	gossip.callbacks.pending_duration-p50	0
NULL	sql.stats.reported.mem.max-p75	0
NULL	sql.disk.distsql.max-p99.9	0
NULL	sql.pgwire_cancel.total	0
NULL	round-trip-latency-count	53388
NULL	changefeed.flush_hist_nanos-p75	0
NULL	changefeed.parallel_io_queue_nanos-max	0
NULL	rpc.method.revertrange.recv	0
NULL	changefeed.stage.emit_row.latency-count	0
NULL	jobs.changefeed.currently_idle	0
NULL	changefeed.checkpoint.timestamp_count-avg	0
NULL	obs.tablemetadata.update_job.duration-p90	0
NULL	gossip.callbacks.processing_duration-count	1
NULL	admission.wait_durations.sql-kv-response.bulk-low-pri-p50	0
NULL	changefeed.nprocs_flush_nanos-p99.999	0
NULL	sys.go.heap.heapreservedbytes	8.55023616e+08
NULL	admission.wait_durations.kv.bulk-normal-pri-p99.999	0
NULL	jobs.replication_stream_producer.currently_running	0
NULL	changefeed.stage.rangefeed_buffer_checkpoint.latency-count	0
NULL	jobs.row_level_ttl.select_duration-p50	0
NULL	sql.stats.reported.mem.max-count	0
NULL	admission.requested.sql-kv-response.locking-normal-pri	759065
NULL	kv.prober.read.attempts	0
NULL	jobs.update_table_metadata_cache.currently_running	1
NULL	sql.service.latency.historical.internal-p99	1.4002711935735252e+08
NULL	sql.distsql.exec.latency-p50	0
NULL	sql.feature_flag_denial	0
NULL	admission.errored.elastic-cpu.bulk-normal-pri	0
NULL	kvflowcontrol.tokens.send.regular.returned.disconnect	0
NULL	kv.prober.write.quarantine.oldest_duration	0
NULL	sql.vecindex.successful_splits	0
NULL	changefeed.buffer_entries.kv.rangefeed	0
NULL	admission.admitted.elastic-cpu.bulk-normal-pri	0
NULL	physical_replication.admit_latency-sum	0
NULL	cloud.conns_opened	0
NULL	jobs.typedesc_schema_change.resume_retry_error	0
NULL	spanconfig.kvsubscriber.oldest_protected_record_nanos	0
NULL	rpc.connection.unhealthy	0
NULL	schedules.BACKUP.started	0
NULL	admission.wait_durations.kv.locking-normal-pri-p99.999	10000
NULL	distsender.rpc.refresh.sent	2007
NULL	changefeed.parallel_io_result_queue_nanos-count	0
NULL	jobs.row_level_ttl.protected_age_sec	0
NULL	jobs.backup.protected_age_sec	0
NULL	changefeed.nprocs_consume_event_nanos-avg	0
NULL	admission.wait_durations.kv.user-high-pri-p99.999	0
NULL	obs.tablemetadata.update_job.duration-p75	0
NULL	obs.tablemetadata.update_job.duration-sum	0
NULL	jobs.import_rollback.resume_retry_error	0
NULL	jobs.poll_jobs_stats.resume_completed	0
NULL	sql.exec.latency.internal-p99.9	1.4773776525985083e+08
NULL	jobs.logical_replication.protected_age_sec	0
NULL	sql.service.latency-sum	6.749786190329e+12
NULL	changefeed.stage.emit_row.latency-p50	0
NULL	jobs.hot_ranges_logger.currently_paused	0
NULL	sqlliveness.write_failures	1
NULL	jobs.schema_change_gc.currently_running	4
NULL	txn.count_limit_on_response	0
NULL	jobs.key_visualizer.resume_completed	1
NULL	admission.wait_durations.sql-kv-response.locking-normal-pri-avg	0
NULL	kvflowcontrol.eval_wait.elastic.duration-count	1052
NULL	changefeed.stage.downstream_client_send.latency-avg	0
NULL	changefeed.commit_latency-count	0
NULL	jobs.restore.currently_idle	0
NULL	changefeed.stage.encode.latency-p99	0
NULL	distsender.rangefeed.retry.slow_consumer	0
NULL	sql.mem.sql.txn.max-count	9.233879e+06
NULL	admission.admitted.sql-sql-response	0
NULL	changefeed.sink_batch_hist_nanos-count	0
NULL	admission.wait_durations.sql-kv-response.locking-normal-pri-max	10000
NULL	jobs.auto_sql_stats_compaction.expired_pts_records	0
NULL	sql.mem.sql.session.max-p90	7421.567319224429
NULL	changefeed.commit_latency-avg	0
NULL	jobs.auto_schema_telemetry.resume_retry_error	0
NULL	auth.cert.conn.latency-p99	0
NULL	rpc.method.checkconsistency.recv	0
NULL	admission.wait_durations.kv.normal-pri-p50	5000
NULL	sql.update.count	571136
NULL	logical_replication.batch_hist_nanos-count	0
NULL	changefeed.messages.messages_pushback_nanos	0
NULL	rpc.connection.unhealthy_nanos	0
NULL	kvflowcontrol.tokens.eval.elastic.returned	4.13881068e+08
NULL	changefeed.stage.checkpoint_job_progress.latency-avg	0
NULL	distsender.rpc.err.mintimestampboundunsatisfiableerrtype	0
NULL	admission.admitted.sql-kv-response.locking-normal-pri	759065
NULL	sql.distsql.flows.total	0
NULL	jobs.auto_config_env_runner.currently_idle	0
NULL	jobs.row_level_ttl.select_duration-max	0
NULL	distsender.rpc.err.errordetailtype(19)	0
NULL	admission.wait_durations.kv.user-high-pri-p90	0
NULL	gossip.callbacks.pending_duration-avg	0
NULL	spanconfig.kvsubscriber.update_behind_nanos	3.029223e+09
NULL	changefeed.stage.kv_feed_buffer.latency-p99.9	0
NULL	sql.txn.latency-p75	188206.97202301945
NULL	distsender.rpc.linkexternalsstable.sent	0
NULL	changefeed.checkpoint.create_nanos-count	0
NULL	gossip.bytes.sent	0
NULL	sql.ddl.started.count	128
NULL	sql.stats.mem.max-p99	0
NULL	sql.txn.latency-p50	127809.81913222605
NULL	schedules.scheduled-schema-telemetry-executor.failed	0
NULL	sql.disk.distsql.max-p99.999	0
NULL	admission.elastic_cpu.over_limit_durations-p99	0
NULL	jobs.auto_config_runner.fail_or_cancel_failed	0
NULL	clock-offset.stddevnanos	38208
NULL	sql.stats.txn_stats_collection.duration-p99.99	300293.63068407244
NULL	auth.ldap.conn.latency-p75	0
NULL	sql.mem.internal.txn.max-avg	4357.253225806452
NULL	tenant.consumption.external_io_egress_bytes	0
NULL	sql.restart_savepoint.release.started.count	207575
NULL	changefeed.stage.kv_feed_wait_for_table_event.latency-p99.999	0
NULL	admission.wait_durations.sql-kv-response.user-low-pri-p99.99	10000
NULL	sql.mem.internal.txn.max-p99.99	8000
NULL	physical_replication.flush_hist_nanos-p75	0
NULL	sql.stats.activity.update.latency-count	44
NULL	jobs.auto_config_task.currently_paused	0
NULL	changefeed.checkpoint.create_nanos-p50	0
NULL	changefeed.checkpoint.create_nanos-avg	0
NULL	changefeed.parallel_io_queue_nanos-p99.9	0
NULL	sql.mem.internal.session.prepared.max-p90	7432.909136494539
NULL	kvflowcontrol.eval_wait.regular.duration-p99.9	9998.083373263056
NULL	jobs.poll_jobs_stats.currently_idle	2
NULL	sql.service.latency.internal-max	2.9824712862168837e+08
NULL	sql.exec.latency.historical-p99	0
NULL	sql.pre_serve.mem.max-count	0
NULL	changefeed.sink_batch_hist_nanos-p75	0
NULL	admission.wait_durations.sql-kv-response.normal-pri-p90	9000.004836502048
NULL	sql.stats.mem.max-p99.999	0
NULL	auth.jwt.conn.latency-avg	0
NULL	jobs.update_table_metadata_cache.protected_record_count	0
NULL	kvflowcontrol.eval_wait.regular.duration-p50	5004.312410158122
NULL	admission.granter.slot_adjuster_increments.kv	129
NULL	changefeed.stage.kv_feed_buffer.latency-p99.999	0
NULL	changefeed.buffer_entries_mem.released.aggregator	0
NULL	distsender.rpc.err.conditionfailederrtype	0
NULL	admission.wait_durations.kv.high-pri-p75	7692.307692307692
NULL	jobs.standby_read_ts_poller.currently_running	0
NULL	schedules.round.reschedule-wait	0
NULL	sys.cpu.sys.ns	4.705e+10
NULL	jobs.replication_stream_ingestion.fail_or_cancel_completed	0
NULL	changefeed.buffer_entries.allocated_mem.rangefeed	0
NULL	sql.stats.activity.update.latency-p50	0
NULL	auth.jwt.conn.latency-sum	0
NULL	sql.service.latency-p99.999	3.3223969553299185e+07
NULL	sql.conn.latency-avg	561646
NULL	admission.wait_durations.sql-kv-response.bulk-low-pri-avg	0
NULL	tenant.consumption.request_units	0
NULL	kvflowcontrol.tokens.send.regular.available	1.6777216e+07
NULL	sql.statements.active	0
NULL	sql.exec.latency.historical.internal-p75	676875.0009458527
NULL	admission.wait_durations.sql-sql-response-p99.999	0
NULL	changefeed.kafka_throttling_hist_nanos-avg	0
NULL	jobs.auto_span_config_reconciliation.currently_idle	2
NULL	sql.mem.internal.max-p99	7942.245584868799
NULL	jobs.history_retention.protected_age_sec	0
NULL	kvflowcontrol.eval_wait.regular.duration-p99.99	25514.065200312878
NULL	changefeed.buffer_entries.in.aggregator	0
NULL	distsender.rpc.err.indeterminatecommiterrtype	0
NULL	distsender.rpc.clearrange.sent	0
NULL	jobs.restore.expired_pts_records	0
NULL	sql.savepoint.rollback.count	0
NULL	sql.mem.sql.txn.max-p75	6553.918298061075
NULL	rpc.method.increment.recv	124
NULL	jobs.changefeed.protected_age_sec	0
NULL	changefeed.commit_latency-p75	0
NULL	sql.mem.bulk.current	0
NULL	changefeed.admit_latency-p99.99	0
NULL	logical_replication.batch_hist_nanos-p99	0
NULL	physical_replication.flush_hist_nanos-count	0
NULL	distsender.rpc.recomputestats.sent	45
NULL	sql.service.latency.historical.internal-p50	166088.27826277143
NULL	txn.restarts-p99	0
NULL	sys.fd.open	0
NULL	sql.exec.latency.consistent.internal-p99.99	9.249147277217315e+07
NULL	changefeed.stage.checkpoint_job_progress.latency-count	0
NULL	kv.protectedts.reconciliation.records_processed	0
NULL	sql.txn.latency.internal-p99.999	3.769390975388353e+08
NULL	admission.wait_queue_length.kv	0
NULL	sql.pre_serve.mem.max-p50	0
NULL	obs.tablemetadata.update_job.runs	0
NULL	logical_replication.commit_latency-p75	0
NULL	admission.wait_durations.elastic-cpu.normal-pri-p99.99	0
NULL	kvflowcontrol.eval_wait.elastic.duration-p99.99	0
NULL	changefeed.stage.kv_feed_wait_for_table_event.latency-p99	0
NULL	changefeed.usage.error_count	0
NULL	changefeed.error_retries	0
NULL	txn.durations-count	9.362728e+06
NULL	distsender.rangefeed.retry.manual_range_split	0
NULL	admission.errored.elastic-cpu.bulk-low-pri	0
NULL	distsender.batches.async.throttled	0
NULL	sql.distsql.exec.latency-sum	5.677479794e+09
NULL	sql.distsql.service.latency.internal-p90	1.4208308325339198e+07
NULL	log.fluent.sink.conn.attempts	0
NULL	distsender.rangefeed.retry.no_leaseholder	0
NULL	sql.mem.sql.txn.max-p99	7942.161235183937
NULL	sql.distsql.service.latency.internal-p50	1.7269832906594332e+06
NULL	jobs.key_visualizer.resume_failed	0
NULL	sys.fd.softlimit	0
NULL	jobs.auto_config_task.currently_idle	0
NULL	sql.pgwire_cancel.ignored	0
NULL	sql.mem.sql.session.prepared.max-p90	7421.567319224429
NULL	changefeed.checkpoint_hist_nanos-p99.9	0
NULL	jobs.schema_change_gc.fail_or_cancel_failed	0
NULL	changefeed.stage.kv_feed_buffer.latency-p99.99	0
NULL	admission.wait_durations.kv-p90	9000.01375244679
NULL	changefeed.message_size_hist-avg	0
NULL	jobs.create_stats.expired_pts_records	0
NULL	sql.conn.latency-max	1.0811807510766068e+06
NULL	changefeed.sink_errors	0
NULL	sql.txn.rollback.started.count	8
NULL	sys.go.stop.other.ns	7.3555104e+07
NULL	admission.wait_durations.sql-kv-response.normal-pri-p50	5000.024182510241
NULL	sql.savepoint.count.internal	0
NULL	changefeed.backfill_pending_ranges	0
NULL	physical_replication.flush_hist_nanos-p99	0
NULL	sql.disk.distsql.max-p75	0
NULL	changefeed.buffer_entries.released.rangefeed	0
NULL	changefeed.flush_hist_nanos-p99.99	0
NULL	admission.wait_durations.elastic-cpu.normal-pri-p99.999	0
NULL	rpc.method.pushtxn.recv	693
NULL	admission.wait_durations.sql-kv-response.normal-pri-max	10000
NULL	changefeed.message_size_hist-p90	0
NULL	changefeed.usage.query_duration-p99.9	0
NULL	changefeed.stage.rangefeed_buffer_checkpoint.latency-sum	0
NULL	distsender.rpc.revertrange.sent	0
NULL	admission.elastic_cpu.pre_work_nanos	0
NULL	jobs.migration.currently_paused	0
NULL	sql.txn.commit.count	207545
NULL	changefeed.buffer_entries.allocated_mem	0
NULL	admission.wait_durations.elastic-cpu-count	522
NULL	jobs.typedesc_schema_change.fail_or_cancel_retry_error	0
NULL	jobs.row_level_ttl.currently_idle	0
NULL	sql.service.latency.consistent-max	3.625117049988527e+07
NULL	spanconfig.kvsubscriber.protected_record_count	0
NULL	admission.wait_durations.kv.user-high-pri-p99	0
NULL	jobs.history_retention.currently_idle	0
NULL	distsender.rpc.deleterange.sent	9447
NULL	changefeed.stage.encode.latency-count	0
NULL	jobs.backup.fail_or_cancel_failed	0
NULL	gossip.callbacks.pending	0
NULL	sql.distsql.service.latency-p99.99	0
NULL	admission.wait_durations.sql-kv-response.user-low-pri-p99.9	10000
NULL	logical_replication.commit_latency-p99	0
NULL	jobs.auto_update_sql_activity.resume_completed	1
NULL	txn.condensed_intent_spans	0
NULL	kvflowcontrol.tokens.send.elastic.available	8.388608e+06
NULL	sql.distsql.service.latency-max	0
NULL	distsender.slow.replicarpcs	0
NULL	sql.stats.txn_stats_collection.duration-p99	9993.026122573263
NULL	sql.conn.failures	0
NULL	sql.exec.latency.historical-p99.999	0
NULL	jobs.migration.protected_record_count	0
NULL	build.timestamp	0
NULL	changefeed.stage.kv_feed_buffer.latency-max	0
NULL	distsender.batches.async.sent	369221
NULL	distsender.rpc.err.replicatooolderrtype	0
NULL	sql.leases.waiting_to_expire	0
NULL	admission.wait_durations.kv.normal-pri-sum	8.754716e+07
NULL	sql.txn.latency-sum	7.597212022836e+12
NULL	sql.stats.flush.latency-p99.99	0
NULL	sql.ddl.started.count.internal	205
NULL	admission.wait_durations.sql-sql-response-count	0
NULL	admission.wait_durations.kv.high-pri-max	10000
NULL	sql.restart_savepoint.release.count.internal	0
NULL	sql.stats.mem.current	819200
NULL	physical_replication.commit_latency-p75	0
NULL	kvflowcontrol.range_controller.count	64
NULL	admission.admitted.elastic-cpu	522
NULL	sql.exec.latency.internal-max	2.9824712862168837e+08
NULL	distsender.rangefeed.restart_ranges	0
NULL	sql.conn.latency-p99.9	1.0811807510766068e+06
NULL	raft.transport.flow-token-dispatches-dropped	0
NULL	physical_replication.flush_hist_nanos-p90	0
NULL	jobs.auto_update_sql_activity.currently_idle	2
NULL	changefeed.commit_latency-p99	0
NULL	sql.service.latency-p75	158802.11986935823
NULL	sql.service.latency.consistent.internal-p99	9.833921124113273e+06
NULL	sql.distsql.exec.latency-p99.999	0
NULL	sys.go.totalbytes	1.663260616e+09
NULL	changefeed.stage.checkpoint_job_progress.latency-p99.99	0
NULL	jobs.schema_change.resume_completed	0
NULL	distsender.rpc.refreshrange.sent	93
NULL	sys.cpu.user.percent	0.003793805095659298
NULL	sql.distsql.service.latency-avg	0
NULL	sql.exec.latency.internal-p99.999	2.9824712862168837e+08
NULL	physical_replication.resolved_events_ingested	0
NULL	changefeed.sink_batch_hist_nanos-max	0
NULL	rpc.method.heartbeattxn.recv	37
NULL	logical_replication.batch_hist_nanos-sum	0
NULL	jobs.mvcc_statistics_update.fail_or_cancel_completed	0
NULL	changefeed.stage.rangefeed_buffer_value.latency-p99.9	0
NULL	kvflowcontrol.tokens.eval.regular.available	1.6777216e+07
NULL	jobs.key_visualizer.fail_or_cancel_failed	0
NULL	sql.mem.distsql.current	10240
NULL	logical_replication.kv.update_too_old	0
NULL	jobs.row_level_ttl.delete_duration-p99.9	0
NULL	schedules.scheduled-schema-telemetry-executor.started	0
NULL	sql.service.latency.consistent.internal-p75	170632.79168849866
NULL	sql.exec.latency.consistent-p99.999	3.3223969553299185e+07
NULL	jobs.backup.currently_paused	0
NULL	sql.contention.resolver.retries	209
NULL	admission.elastic_cpu.over_limit_durations-p99.9	0
NULL	distsender.rpc.err.transactionretrywithprotorefresherrtype	0
NULL	distsender.rangefeed.catchup_ranges	0
NULL	sql.mem.internal.txn.max-p90	7421.567319224429
NULL	kv.prober.read.latency-avg	0
NULL	kv.prober.read.latency-p90	0
NULL	jobs.auto_span_config_reconciliation.protected_record_count	0
NULL	jobs.auto_create_partial_stats.fail_or_cancel_failed	0
NULL	distsender.rpc.err.transactionstatuserrtype	16
NULL	jobs.update_table_metadata_cache.fail_or_cancel_completed	0
NULL	logical_replication.logical_bytes	0
NULL	sql.bytesout	1.2210982269e+10
NULL	distsender.rpc.proxy.sent	0
NULL	sys.cpu.host.combined.percent-normalized	0.29352071003258773
NULL	changefeed.buffer_entries.kv	0
NULL	sql.insights.anomaly_detection.fingerprints	147
NULL	rpc.method.put.recv	781721
NULL	admission.wait_durations.sql-kv-response.locking-normal-pri-p99.9	9990.450725744844
NULL	sql.mem.internal.session.prepared.max-p99.9	8000
NULL	distsender.rpc.err.errordetailtype(0)	0
NULL	changefeed.stage.kv_feed_wait_for_table_event.latency-p50	0
NULL	jobs.auto_span_config_reconciliation.fail_or_cancel_completed	0
NULL	sql.exec.latency.historical-count	0
NULL	jobs.standby_read_ts_poller.resume_retry_error	0
NULL	admission.elastic_cpu.utilization_limit	0.05
NULL	sys.host.net.send.drop	0
NULL	changefeed.checkpoint_hist_nanos-p50	0
NULL	sql.mem.internal.session.prepared.max-p99	7924.387884865939
NULL	sql.pre_serve.mem.max-p90	0
NULL	sql.exec.latency.consistent-p90	318287.3559152609
NULL	admission.admitted.kv	1.0896669e+07
NULL	sql.call_stored_proc.count.internal	0
NULL	auth.ldap.conn.latency-max	0
NULL	distsender.rpc.err.raftgroupdeletederrtype	0
NULL	jobs.update_table_metadata_cache.currently_idle	2
NULL	sql.exec.latency-max	3.625117049988527e+07
NULL	changefeed.usage.table_bytes	0
NULL	sql.service.latency.consistent.internal-max	9.249147277217315e+07
NULL	jobs.replication_stream_ingestion.expired_pts_records	0
NULL	sys.host.disk.io.time	0
NULL	admission.wait_durations.sql-sql-response.normal-pri-p99.999	0
NULL	sql.mem.distsql.max-max	8000
NULL	changefeed.emitted_batch_sizes-p50	0
NULL	jobs.adopt_iterations	890
NULL	jobs.backup.protected_record_count	0
NULL	distsender.rpc.sent	1.0897021e+07
NULL	jobs.update_table_metadata_cache.resume_retry_error	1
NULL	changefeed.buffer_entries.flush	0
NULL	admission.requested.sql-kv-response.normal-pri	9.3241e+06
NULL	distsender.rangefeed.retry.range_not_found	0
NULL	jobs.new_schema_change.currently_paused	0
NULL	sql.stats.flush.latency-p75	0
NULL	auth.password.conn.latency-p99	0
NULL	obs.tablemetadata.update_job.duration-p99	0
NULL	distsender.rpc.barrier.sent	0
NULL	rpc.method.transferlease.recv	0
NULL	changefeed.flushes	0
NULL	sql.exec.latency.historical.internal-max	2.9824712862168837e+08
NULL	obs.tablemetadata.update_job.duration-p99.99	0
NULL	tenant.consumption.read_batches	0
NULL	admission.wait_durations.kv.locking-normal-pri-avg	0
NULL	sql.mem.internal.session.max-max	8000
NULL	jobs.row_level_ttl.num_delete_batch_retries	0
NULL	sql.stats.txn_stats_collection.duration-p90	9084.555808208548
NULL	jobs.row_level_ttl.span_total_duration-avg	0
NULL	changefeed.nprocs_consume_event_nanos-p99.999	0
NULL	admission.wait_queue_length.elastic-cpu.bulk-low-pri	0
NULL	changefeed.stage.encode.latency-avg	0
NULL	jobs.running_non_idle	-6
NULL	changefeed.emitted_batch_sizes-p99.99	0
NULL	admission.wait_durations.sql-sql-response.locking-normal-pri-sum	0
NULL	rpc.streams.mux_rangefeed.recv	16
NULL	sql.mem.bulk.max-count	0
NULL	sql.copy.nonatomic.started.count	0
NULL	admission.wait_durations.elastic-cpu.normal-pri-sum	0
NULL	tenant.consumption.sql_pods_cpu_seconds	0
NULL	sql.disk.distsql.max-p50	0
NULL	sql.mem.sql.session.max-p99.99	8000
NULL	sql.savepoint.started.count.internal	0
NULL	changefeed.checkpoint_hist_nanos-max	0
NULL	gossip.callbacks.processing_duration-p90	0
NULL	jobs.auto_schema_telemetry.fail_or_cancel_retry_error	0
NULL	sql.statements.active.internal	1
NULL	kvflowcontrol.tokens.send.regular.deducted.prevent_send_queue	0
NULL	schedules.BACKUP.failed	0
NULL	sql.stats.flush.latency-sum	7.905782668e+09
NULL	distsender.rpc.err.batchtimestampbeforegcerrtype	0
NULL	admission.errored.sql-sql-response.normal-pri	0
NULL	sql.copy.nonatomic.count	0
NULL	kv.rangefeed.mem_system	81920
NULL	changefeed.stage.encode.latency-p75	0
NULL	changefeed.flush_hist_nanos-count	0
NULL	physical_replication.flushes	0
NULL	physical_replication.admit_latency-p75	0
NULL	admission.granter.total_slots.kv	112
NULL	distsender.rpc.err.txnalreadyencounterederrtype	0
NULL	distsender.batch_requests.cross_region.bytes	0
NULL	jobs.auto_span_config_reconciliation.resume_completed	0
NULL	auth.password.conn.latency-p90	0
NULL	sql.pre_serve.mem.max-p99	0
NULL	distsender.rpc.err.lockconflicterrtype	0
NULL	txn.parallelcommits	112092
NULL	jobs.auto_sql_stats_compaction.protected_record_count	0
NULL	changefeed.stage.rangefeed_buffer_value.latency-p99.99	0
NULL	changefeed.nprocs_consume_event_nanos-p99.9	0
NULL	sys.host.net.send.err	0
NULL	changefeed.nprocs_flush_nanos-p75	0
NULL	distsender.rpc.err.errordetailtype(20)	0
NULL	jobs.import.protected_record_count	0
NULL	rpc.method.resolveintent.recv	168080
NULL	sql.savepoint.release.count.internal	0
NULL	sql.service.latency.internal-count	47297
NULL	jobs.changefeed.currently_running	0
NULL	admission.wait_durations.sql-sql-response.locking-normal-pri-p50	0
NULL	sql.guardrails.transaction_rows_written_err.count	0
NULL	logical_replication.commit_latency-p50	0
NULL	changefeed.stage.emit_row.latency-sum	0
NULL	sql.delete.started.count	223
NULL	distsender.rpc.err.mvcchistorymutationerrtype	0
NULL	auth.ldap.conn.latency-p99.99	0
NULL	jobs.sql_activity_flush.fail_or_cancel_retry_error	0
NULL	kvflowcontrol.tokens.eval.elastic.unaccounted	0
NULL	batch_responses.cross_region.bytes	0
NULL	changefeed.buffer_pushback_nanos.aggregator	0
NULL	changefeed.emitted_batch_sizes-p99.9	0
NULL	jobs.mvcc_statistics_update.protected_age_sec	0
NULL	changefeed.nprocs_consume_event_nanos-p99	0
NULL	rpc.method.isspanempty.recv	555
NULL	sql.leases.active	82
NULL	changefeed.emitted_batch_sizes-p75	0
NULL	jobs.logical_replication.resume_failed	0
NULL	kv.rangefeed.mux_stream_send.latency-sum	1.196306415e+09
NULL	sql.txn.rollback_prepared.started.count	0
NULL	changefeed.stage.kv_feed_wait_for_table_event.latency-p99.99	0
NULL	changefeed.stage.downstream_client_send.latency-p90	0
NULL	sql.exec.latency.internal-avg	1.2260462765814266e+06
NULL	sqlliveness.write_successes	5337
NULL	changefeed.checkpoint.timestamp_count-sum	0
NULL	changefeed.sink_batch_hist_nanos-p99.999	0
NULL	changefeed.parallel_io_pending_rows	0
NULL	rpc.method.resolveintentrange.recv	0
NULL	sql.bytesin	1.035118635e+09
NULL	jobs.auto_config_runner.currently_paused	0
NULL	sql.distsql.exec.latency-p99.99	0
NULL	txn.restarts-p99.99	0
