session_id	txn_id	txn_fingerprint_id	stmt_id	stmt_fingerprint_id	problem	causes	query	status	start_time	end_time	full_scan	user_name	app_name	database_name	plan_gist	rows_read	rows_written	priority	retries	last_retry_reason	exec_node_ids	kv_node_ids	contention	index_recommendations	implicit_txn	cpu_sql_nanos	error_code	last_error_redactable	query_tags
18547b231254ca000000000000000001	7984b0b1-6a71-4ffe-98b6-36a8dd9becf1	\x0739941ae2fd322a	18547b2361a73b380000000000000001	\xb0a53338c31dad81	None	{}	TABLE system.rangelog	Completed	2025-07-22 05:19:06.846448	2025-07-22 05:19:06.847349	t	root	$ internal cockroach zip	system	AgEaAgB/AAAABg4=	269	0	normal	0	NULL	{1}	{1}	00:00:00	{}	f	165462	NULL	NULL	[]
18547b231254ca000000000000000001	e90870b0-4005-49f0-84a8-c3dadba77cae	\x9c180df7ef2c0ef4	18547b236197be600000000000000001	\x9d8e4476d12c89f6	None	{}	SET statement_timeout = _	Completed	2025-07-22 05:19:06.845383	2025-07-22 05:19:06.845403	f	root	$ internal cockroach zip	system	Ais=	0	0	normal	0	NULL	{}	{}	NULL	{}	f	0	NULL	NULL	[]
18547b231254ca000000000000000001	e90870b0-4005-49f0-84a8-c3dadba77cae	\x9c180df7ef2c0ef4	18547b23619a3f000000000000000001	\x2b84aad5cecc915f	None	{}	TABLE system.protected_ts_records	Completed	2025-07-22 05:19:06.845589	2025-07-22 05:19:06.84578	t	root	$ internal cockroach zip	system	AgFAAgD/AQAAAAYQ	0	0	normal	0	NULL	{1}	{1}	00:00:00	{}	f	5541	NULL	NULL	[]
18547b231254ca000000000000000001	3bd331c1-de47-4b22-b493-b0b1d5c0a051	\x500da1738acfc891	18547b23618a16480000000000000001	\x9d8e4476d12c89f6	None	{}	SET statement_timeout = _	Completed	2025-07-22 05:19:06.844487	2025-07-22 05:19:06.844512	f	root	$ internal cockroach zip	system	Ais=	0	0	normal	0	NULL	{}	{}	NULL	{}	f	0	NULL	NULL	[]
18547b231254ca000000000000000001	3bd331c1-de47-4b22-b493-b0b1d5c0a051	\x500da1738acfc891	18547b23618cf4a80000000000000001	\xe7910651ab2f573a	None	{}	TABLE system.protected_ts_meta	Completed	2025-07-22 05:19:06.844734	2025-07-22 05:19:06.844943	t	root	$ internal cockroach zip	system	AgE+AgAfAAAABgo=	0	0	normal	0	NULL	{1}	{1}	00:00:00	{}	f	3292	NULL	NULL	[]
18547b231254ca000000000000000001	43c3c00b-1228-4489-9c29-ac0415581d91	\x7574ec26c291ef23	18547b23617a08e80000000000000001	\x9d8e4476d12c89f6	None	{}	SET statement_timeout = _	Completed	2025-07-22 05:19:06.843436	2025-07-22 05:19:06.843458	f	root	$ internal cockroach zip	system	Ais=	0	0	normal	0	NULL	{}	{}	NULL	{}	f	0	NULL	NULL	[]
18547b231254ca000000000000000001	43c3c00b-1228-4489-9c29-ac0415581d91	\x7574ec26c291ef23	18547b23617dbe200000000000000001	\xc2e84b04e3717088	None	{}	TABLE system.privileges	Completed	2025-07-22 05:19:06.843728	2025-07-22 05:19:06.843999	t	root	$ internal cockroach zip	system	AgFoAgAfAAAABgo=	0	0	normal	0	NULL	{1}	{1}	00:00:00	{}	f	6041	NULL	NULL	[]
18547b231254ca000000000000000001	4bfb22f5-a190-4af2-93ce-0368d5a545ee	\x97babf2024250b64	18547b23616943f00000000000000001	\x9d8e4476d12c89f6	None	{}	SET statement_timeout = _	Completed	2025-07-22 05:19:06.842352	2025-07-22 05:19:06.842397	f	root	$ internal cockroach zip	system	Ais=	0	0	normal	0	NULL	{}	{}	NULL	{}	f	0	NULL	NULL	[]
18547b231254ca000000000000000001	4bfb22f5-a190-4af2-93ce-0368d5a545ee	\x97babf2024250b64	18547b23616cddd00000000000000001	\x2026180205c594cf	None	{}	TABLE system.namespace	Completed	2025-07-22 05:19:06.842623	2025-07-22 05:19:06.84292	t	root	$ internal cockroach zip	system	AgE8AgAPAAAABgg=	82	0	normal	0	NULL	{1}	{1}	00:00:00	{}	f	20835	NULL	NULL	[]
18547b231254ca000000000000000001	506591f1-460e-4377-8dc7-f7735bae4f42	\xb2f947801ae0f6b6	18547b2360271b480000000000000001	\x9d8e4476d12c89f6	None	{}	SET statement_timeout = _	Completed	2025-07-22 05:19:06.821236	2025-07-22 05:19:06.821276	f	root	$ internal cockroach zip	system	Ais=	0	0	normal	0	NULL	{}	{}	NULL	{}	f	0	NULL	NULL	[]
